
"CS052 - Tenure and persons per room by accommodation type"
"ONS Crown Copyright Reserved [from Nomis on 5 April 2025]"
"Population :","All households"
"Units      :","Households"
"Date       :","2001"
"Tenure     :","All categories: Tenure"
"Accommodation type:","All categories: Accommodation type"

"2001 output area","mnemonic","All categories: Number of persons per room in household","Up to 0.5 persons per room","Over 0.5 and up to 1.0 persons per room","Over 1.0 and up to 1.5 persons per room","Over 1.5 persons per room"
"00CNFG0069","E00045651",142,93,43,0,6
"00CNFG0070","E00045652",114,106,8,0,0
"00CNFG0071","E00045653",132,110,22,0,0
"00CNFG0072","E00045654",120,98,19,3,0
"00CNFG0073","E00045655",137,113,21,3,0
"00CNFG0074","E00045656",102,79,20,3,0
"00CNFG0075","E00045657",109,68,38,0,3
"00CNFG0076","E00045658",139,102,34,0,3
"00CNFG0077","E00045659",130,101,29,0,0
"00CNFG0078","E00045660",91,73,18,0,0
"00CNFG0079","E00045661",103,74,29,0,0
"00CNFH0001","E00045662",112,72,37,3,0
"00CNFH0002","E00045663",139,95,41,3,0
"00CNFH0003","E00045664",151,118,30,3,0
"00CNFH0004","E00045665",134,100,31,3,0
"00CNFH0005","E00045666",131,109,22,0,0
"00CNFH0006","E00045667",163,117,43,3,0
"00CNFH0007","E00045668",192,131,58,3,0
"00CNFH0008","E00045669",179,146,33,0,0
"00CNFH0009","E00045670",124,80,41,3,0
"00CNFH0010","E00045671",132,81,41,7,3
"00CNFH0011","E00045672",120,101,19,0,0
"00CNFH0012","E00045673",119,94,22,0,3
"00CNFH0013","E00045674",130,80,50,0,0
"00CNFH0014","E00045675",111,86,25,0,0
"00CNFH0015","E00045676",138,105,33,0,0
"00CNFH0016","E00045677",118,97,21,0,0
"00CNFH0017","E00045678",124,89,35,0,0
"00CNFH0018","E00045679",118,91,24,0,3
"00CNFH0019","E00045680",118,80,35,3,0
"00CNFH0020","E00045681",128,92,36,0,0
"00CNFH0021","E00045682",117,85,32,0,0
"00CNFH0022","E00045683",123,78,42,3,0
"00CNFH0023","E00045684",105,78,27,0,0
"00CNFH0024","E00045685",119,87,29,3,0
"00CNFH0025","E00045686",122,108,14,0,0
"00CNFH0026","E00045687",119,89,27,0,3
"00CNFH0027","E00045688",127,90,37,0,0
"00CNFH0028","E00045689",116,80,36,0,0
"00CNFH0029","E00045690",133,98,32,3,0
"00CNFH0030","E00045691",120,79,41,0,0
"00CNFH0031","E00045692",100,71,26,3,0
"00CNFH0032","E00045693",118,68,50,0,0
"00CNFH0033","E00045694",118,79,33,3,3
"00CNFH0034","E00045695",130,89,41,0,0
"00CNFH0035","E00045696",112,100,12,0,0
"00CNFH0036","E00045697",113,74,33,6,0
"00CNFH0037","E00045698",111,71,31,3,6
"00CNFH0038","E00045699",118,92,23,3,0
"00CNFH0039","E00045700",91,59,26,6,0
"00CNFH0040","E00045701",109,66,40,3,0
"00CNFH0041","E00045702",131,87,44,0,0
"00CNFH0042","E00045703",105,76,29,0,0
"00CNFH0043","E00045704",124,90,31,0,3
"00CNFH0044","E00045705",112,72,34,3,3
"00CNFH0045","E00045706",117,77,37,3,0
"00CNFH0046","E00045707",111,95,16,0,0
"00CNFH0047","E00045708",116,73,38,5,0
"00CNFH0048","E00045709",135,106,26,3,0
"00CNFH0049","E00045710",117,86,31,0,0
"00CNFH0050","E00045711",121,74,40,4,3
"00CNFH0051","E00045712",127,77,47,3,0
"00CNFH0052","E00045713",129,90,36,3,0
"00CNFH0053","E00045714",142,106,30,0,6
"00CNFH0054","E00045715",129,95,34,0,0
"00CNFH0055","E00045716",124,99,25,0,0
"00CNFH0056","E00045717",118,92,26,0,0
"00CNFH0057","E00045718",127,82,45,0,0
"00CNFH0058","E00045719",141,89,45,4,3
"00CNFH0059","E00045720",145,99,46,0,0
"00CNFH0060","E00045721",132,102,27,3,0
"00CNFH0061","E00045722",99,73,23,3,0
"00CNFH0062","E00045723",134,87,44,3,0
"00CNFH0063","E00045724",144,111,33,0,0
"00CNFH0064","E00045725",119,70,42,7,0
"00CNFH0065","E00045726",141,112,26,3,0
"00CNFH0066","E00045727",142,115,21,3,3
"00CNFH0067","E00045728",130,103,24,3,0
"00CNFH0068","E00045729",132,80,43,6,3
"00CNFH0069","E00045730",126,89,34,3,0
"00CNFH0070","E00045731",131,93,38,0,0
"00CNFH0071","E00045732",116,99,17,0,0
"00CNFH0072","E00045733",125,77,44,4,0
"00CNFH0073","E00045734",130,102,28,0,0
"00CNFH0074","E00045735",122,102,20,0,0
"00CNFH0075","E00045736",129,111,18,0,0
"00CNFH0076","E00045737",146,119,27,0,0
"00CNFH0077","E00045738",127,100,24,3,0
"00CNFH0078","E00045739",126,98,25,3,0
"00CNFH0079","E00045740",106,87,19,0,0
"00CNFH0080","E00045741",118,97,21,0,0
"00CNFH0081","E00045742",139,113,26,0,0
"00CNFH0082","E00045743",140,99,41,0,0
"00CNFH0083","E00045744",92,77,12,0,3
"00CNFH0084","E00045745",131,91,31,3,6
"00CNFJ0001","E00045746",155,90,52,7,6
"00CNFJ0002","E00045747",124,52,53,13,6
"00CNFJ0003","E00045748",114,64,47,0,3
"00CNFJ0004","E00045749",142,98,35,6,3
"00CNFJ0005","E00045750",137,91,46,0,0
"00CNFJ0006","E00045751",140,95,42,3,0
"00CNFJ0007","E00045752",147,80,58,9,0
"00CNFJ0008","E00045753",137,78,53,6,0
"00CNFJ0009","E00045754",113,87,26,0,0
"00CNFJ0010","E00045755",120,67,44,6,3
"00CNFJ0011","E00045756",129,115,14,0,0
"00CNFJ0012","E00045757",137,104,27,6,0
"00CNFJ0013","E00045758",138,87,42,6,3
"00CNFJ0014","E00045759",119,73,42,4,0
"00CNFJ0015","E00045760",130,70,57,3,0
"00CNFJ0016","E00045761",129,79,47,0,3
"00CNFJ0017","E00045762",132,76,50,3,3
"00CNFJ0018","E00045763",131,84,47,0,0
"00CNFJ0019","E00045764",125,79,43,0,3
"00CNFJ0020","E00045765",149,93,48,8,0
"00CNFJ0021","E00045766",132,87,36,9,0
"00CNFJ0022","E00045767",137,86,45,6,0
"00CNFJ0023","E00045768",125,85,34,6,0
"00CNFJ0024","E00045769",144,91,50,3,0
"00CNFJ0025","E00045770",128,79,42,7,0
"00CNFJ0026","E00045771",113,70,37,6,0
"00CNFJ0027","E00045772",121,74,41,3,3
"00CNFJ0028","E00045773",101,66,32,3,0
"00CNFJ0029","E00045774",120,74,43,3,0
"00CNFJ0030","E00045775",126,75,47,4,0
"00CNFJ0031","E00045776",114,73,35,3,3
"00CNFJ0032","E00045777",111,83,28,0,0
"00CNFJ0033","E00045778",106,58,42,6,0
"00CNFJ0034","E00045779",120,69,45,6,0
"00CNFJ0035","E00045780",111,67,37,4,3
"00CNFJ0036","E00045781",133,93,34,6,0
"00CNFJ0037","E00045782",125,84,38,0,3
"00CNFJ0038","E00045783",112,60,48,4,0
"00CNFJ0039","E00045784",124,76,45,3,0
"00CNFJ0040","E00045785",112,65,47,0,0
"00CNFJ0041","E00045786",124,68,47,9,0
"00CNFJ0042","E00045787",123,73,43,7,0
"00CNFJ0043","E00045788",132,76,53,0,3
"00CNFJ0044","E00045789",87,71,13,3,0
"00CNFJ0045","E00045790",109,75,24,4,6
"00CNFJ0046","E00045791",121,72,43,6,0
"00CNFJ0047","E00045792",94,59,35,0,0
"00CNFJ0048","E00045793",116,75,32,9,0
"00CNFJ0049","E00045794",126,86,37,3,0
"00CNFJ0050","E00045795",134,91,37,6,0
"00CNFJ0051","E00045796",117,61,41,9,6
"00CNFJ0052","E00045797",130,92,38,0,0
"00CNFJ0053","E00045798",121,76,42,0,3
"00CNFJ0054","E00045799",119,75,38,3,3
"00CNFJ0055","E00045800",127,61,54,6,6
"00CNFJ0056","E00045801",109,56,39,11,3
"00CNFJ0057","E00045802",126,73,50,3,0
"00CNFJ0058","E00045803",122,90,29,0,3
"00CNFJ0059","E00045804",124,78,42,4,0
"00CNFJ0060","E00045805",120,69,48,3,0
"00CNFJ0061","E00045806",132,108,24,0,0
"00CNFJ0062","E00045807",131,98,30,3,0
"00CNFJ0063","E00045808",111,44,55,6,6
"00CNFJ0064","E00045809",113,62,40,8,3
"00CNFJ0065","E00045810",105,47,50,8,0
"00CNFJ0066","E00045811",110,56,42,6,6
"00CNFJ0067","E00045812",137,73,61,3,0
"00CNFJ0068","E00045813",150,128,19,3,0
"00CNFJ0069","E00045814",124,87,34,3,0
"00CNFJ0070","E00045815",147,116,28,3,0
"00CNFJ0071","E00045816",78,41,34,3,0
"00CNFJ0072","E00045817",116,67,43,6,0
"00CNFJ0073","E00045818",158,87,59,9,3
"00CNFJ0074","E00045819",140,88,42,7,3
"00CNFJ0075","E00045820",144,72,63,6,3
"00CNFJ0076","E00045821",111,83,28,0,0
"00CNFK0001","E00045822",122,71,42,3,6
"00CNFK0002","E00045823",134,110,21,0,3
"00CNFK0003","E00045824",129,92,37,0,0
"00CNFK0004","E00045825",112,82,30,0,0
"00CNFK0005","E00045826",135,86,46,3,0
"00CNFK0006","E00045827",119,92,27,0,0
"00CNFK0007","E00045828",119,88,31,0,0
"00CNFK0008","E00045829",120,80,34,3,3
"00CNFK0009","E00045830",127,92,35,0,0
"00CNFK0010","E00045831",124,91,27,3,3
"00CNFK0011","E00045832",128,90,38,0,0
"00CNFK0012","E00045833",130,91,36,3,0
"00CNFK0013","E00045834",131,102,29,0,0
"00CNFK0014","E00045835",127,83,41,3,0
"00CNFK0015","E00045836",128,84,44,0,0
"00CNFK0016","E00045837",121,73,48,0,0
"00CNFK0017","E00045838",135,89,43,3,0
"00CNFK0018","E00045839",135,96,39,0,0
"00CNFK0019","E00045840",130,91,39,0,0
"00CNFK0020","E00045841",116,79,28,6,3
"00CNFK0021","E00045842",124,61,45,12,6
"00CNFK0022","E00045843",111,71,33,4,3
"00CNFK0023","E00045844",119,65,46,4,4
"00CNFK0024","E00045845",113,87,23,3,0
"00CNFK0025","E00045846",116,70,39,4,3
"00CNFK0026","E00045847",133,63,54,11,5
"00CNFK0027","E00045848",121,80,38,3,0
"00CNFK0028","E00045849",98,76,19,3,0
"00CNFK0029","E00045850",124,76,39,6,3
"00CNFK0030","E00045851",121,84,34,3,0
"00CNFK0031","E00045852",119,65,47,4,3
"00CNFK0032","E00045853",123,72,44,4,3
"00CNFK0033","E00045854",130,95,32,3,0
"00CNFK0034","E00045855",121,85,33,3,0
"00CNFK0035","E00045856",120,75,45,0,0
"00CNFK0036","E00045857",101,82,19,0,0
"00CNFK0037","E00045858",116,83,30,3,0
"00CNFK0038","E00045859",120,73,44,3,0
"00CNFK0039","E00045860",121,73,45,0,3
"00CNFK0040","E00045861",128,86,39,3,0
"00CNFK0041","E00045862",130,91,36,3,0
"00CNFK0042","E00045863",114,79,32,0,3
"00CNFK0043","E00045864",122,76,40,6,0
"00CNFK0044","E00045865",112,85,24,0,3
"00CNFK0045","E00045866",114,103,11,0,0
"00CNFK0046","E00045867",114,71,37,6,0
"00CNFK0047","E00045868",117,84,33,0,0
"00CNFK0048","E00045869",122,89,33,0,0
"00CNFK0049","E00045870",109,77,32,0,0
"00CNFK0050","E00045871",125,83,42,0,0
"00CNFK0051","E00045872",124,93,31,0,0
"00CNFK0052","E00045873",120,79,41,0,0
"00CNFK0053","E00045874",126,88,35,3,0
"00CNFK0054","E00045875",138,94,40,4,0
"00CNFK0055","E00045876",125,85,34,6,0
"00CNFK0056","E00045877",123,85,38,0,0
"00CNFK0057","E00045878",156,112,41,3,0
"00CNFK0058","E00045879",125,71,51,3,0
"00CNFK0059","E00045880",146,78,64,4,0
"00CNFK0060","E00045881",137,80,54,3,0
"00CNFK0061","E00045882",134,83,48,3,0
"00CNFK0062","E00045883",139,93,40,3,3
"00CNFK0063","E00045884",122,71,40,8,3
"00CNFK0064","E00045885",130,99,28,3,0
"00CNFK0065","E00045886",132,97,32,3,0
"00CNFK0066","E00045887",144,112,29,3,0
"00CNFK0067","E00045888",128,83,39,6,0
"00CNFK0068","E00045889",138,87,42,3,6
"00CNFK0069","E00045890",121,86,35,0,0
"00CNFK0070","E00045891",121,91,27,3,0
"00CNFK0071","E00045892",136,88,44,4,0
"00CNFK0072","E00045893",125,79,43,0,3
"00CNFK0073","E00045894",117,93,24,0,0
"00CNFK0074","E00045895",115,82,30,3,0
"00CNFK0075","E00045896",126,82,40,4,0
"00CNFK0076","E00045897",161,128,33,0,0
"00CNFK0077","E00045898",132,93,39,0,0
"00CNFK0078","E00045899",123,91,29,3,0
"00CNFK0079","E00045900",129,97,29,3,0
"00CNFL0001","E00045901",141,80,52,6,3
"00CNFL0002","E00045902",119,70,39,4,6
"00CNFL0003","E00045903",149,77,59,6,7
"00CNFL0004","E00045904",133,68,44,15,6
"00CNFL0005","E00045905",131,64,48,13,6
"00CNFL0006","E00045906",188,117,54,11,6
"00CNFL0007","E00045907",100,38,48,11,3
"00CNFL0008","E00045908",126,88,32,6,0
"00CNFL0009","E00045909",109,43,50,11,5
"00CNFL0010","E00045910",114,52,52,6,4
"00CNFL0011","E00045911",150,90,52,5,3
"00CNFL0012","E00045912",140,97,31,9,3
"00CNFL0013","E00045913",127,54,52,9,12
"00CNFL0014","E00045914",143,89,40,8,6
"00CNFL0015","E00045915",101,46,42,10,3
"00CNFL0016","E00045916",153,115,32,3,3
"00CNFL0017","E00045917",132,70,53,6,3
"00CNFL0018","E00045918",106,37,54,8,7
"00CNFL0019","E00045919",120,63,47,7,3
"00CNFL0020","E00045920",123,53,55,9,6
"00CNFL0021","E00045921",108,45,43,11,9
"00CNFL0022","E00045922",134,77,48,6,3
"00CNFL0023","E00045923",122,56,54,4,8
"00CNFL0024","E00045924",109,72,28,3,6
"00CNFL0025","E00045925",122,63,56,3,0
"00CNFL0026","E00045926",122,65,51,6,0
"00CNFL0027","E00045927",123,82,38,3,0
"00CNFL0028","E00045928",108,61,32,9,6
"00CNFL0029","E00045929",128,85,37,6,0
"00CNFL0030","E00045930",123,59,46,10,8
"00CNFL0031","E00045931",108,40,48,17,3
"00CNFL0032","E00045932",102,57,36,6,3
"00CNFL0033","E00045933",138,79,50,9,0
"00CNFL0034","E00045934",133,44,61,17,11
"00CNFL0035","E00045935",128,77,44,4,3
"00CNFL0036","E00045936",125,70,42,13,0
"00CNFL0037","E00045937",123,54,52,10,7
"00CNFL0038","E00045938",123,72,44,7,0
"00CNFL0039","E00045939",112,51,41,17,3
"00CNFL0040","E00045940",116,49,46,15,6
"00CNFL0041","E00045941",148,114,31,0,3
"00CNFL0042","E00045942",127,102,19,0,6
"00CNFL0043","E00045943",128,63,49,9,7
"00CNFL0044","E00045944",113,55,50,5,3
"00CNFL0045","E00045945",117,58,48,8,3
"00CNFL0046","E00045946",144,95,40,3,6
"00CNFL0047","E00045947",112,68,34,4,6
"00CNFL0048","E00045948",112,52,48,9,3
"00CNFL0049","E00045949",126,84,35,7,0
"00CNFL0050","E00045950",126,80,43,3,0
"00CNFL0051","E00045951",132,102,30,0,0
"00CNFL0052","E00045952",100,49,48,3,0
"00CNFL0053","E00045953",137,95,33,3,6
"00CNFL0054","E00045954",106,59,44,3,0
"00CNFL0055","E00045955",136,71,62,3,0
"00CNFL0056","E00045956",135,64,51,14,6
"00CNFL0057","E00045957",131,87,41,3,0
"00CNFL0058","E00045958",138,98,34,3,3
"00CNFL0059","E00045959",132,71,43,15,3
"00CNFL0060","E00045960",146,109,31,3,3
"00CNFL0061","E00045961",136,88,32,6,10
"00CNFL0062","E00045962",114,45,56,3,10
"00CNFL0063","E00045963",134,74,52,4,4
"00CNFL0064","E00045964",111,78,33,0,0
"00CNFL0065","E00045965",118,74,35,6,3
"00CNFL0066","E00045966",129,60,49,17,3
"00CNFL0067","E00045967",125,61,50,14,0
"00CNFL0068","E00045968",146,86,49,11,0
"00CNFL0069","E00045969",147,67,54,18,8
"00CNFM0001","E00045970",110,78,28,4,0
"00CNFM0002","E00045971",138,114,24,0,0
"00CNFM0003","E00045972",121,91,30,0,0
"00CNFM0004","E00045973",123,108,15,0,0
"00CNFM0005","E00045974",133,107,23,3,0
"00CNFM0006","E00045975",113,98,15,0,0
"00CNFM0007","E00045976",120,102,18,0,0
"00CNFM0008","E00045977",117,94,20,3,0
"00CNFM0009","E00045978",139,118,21,0,0
"00CNFM0010","E00045979",118,82,33,0,3
"00CNFM0011","E00045980",134,100,28,3,3
"00CNFM0012","E00045981",128,110,18,0,0
"00CNFM0013","E00045982",126,97,20,6,3
"00CNFM0014","E00045983",115,104,11,0,0
"00CNFM0015","E00045984",134,106,28,0,0
"00CNFM0016","E00045985",140,110,30,0,0
"00CNFM0017","E00045986",120,90,24,6,0
"00CNFM0018","E00045987",112,81,31,0,0
"00CNFM0019","E00045988",116,97,16,3,0
"00CNFM0020","E00045989",145,124,21,0,0
"00CNFM0021","E00045990",112,88,24,0,0
"00CNFM0022","E00045991",129,104,25,0,0
"00CNFM0023","E00045992",165,151,14,0,0
"00CNFM0024","E00045993",138,108,25,0,5
"00CNFM0025","E00045994",106,89,17,0,0
"00CNFM0026","E00045995",125,113,12,0,0
"00CNFM0027","E00045996",123,96,24,3,0
"00CNFM0028","E00045997",115,98,17,0,0
"00CNFM0029","E00045998",127,77,47,3,0
"00CNFM0030","E00045999",131,112,19,0,0
"00CNFM0031","E00046000",138,116,22,0,0
"00CNFM0032","E00046001",126,106,20,0,0
"00CNFM0033","E00046002",122,94,28,0,0
"00CNFM0034","E00046003",132,97,32,0,3
"00CNFM0035","E00046004",126,90,33,3,0
"00CNFM0036","E00046005",132,107,25,0,0
"00CNFM0037","E00046006",144,125,16,0,3
"00CNFM0038","E00046007",142,80,62,0,0
"00CNFM0039","E00046008",131,91,40,0,0
"00CNFM0040","E00046009",111,103,8,0,0
"00CNFM0041","E00046010",128,75,50,3,0
"00CNFM0042","E00046011",107,99,8,0,0
"00CNFM0043","E00046012",114,76,35,3,0
"00CNFM0044","E00046013",137,111,26,0,0
"00CNFM0045","E00046014",130,65,59,6,0
"00CNFM0046","E00046015",117,102,12,3,0
"00CNFM0047","E00046016",116,98,18,0,0
"00CNFM0048","E00046017",139,96,40,3,0
"00CNFM0049","E00046018",128,85,37,6,0
"00CNFM0050","E00046019",133,83,47,0,3
"00CNFM0051","E00046020",118,89,23,6,0
"00CNFM0052","E00046021",132,105,27,0,0
"00CNFM0053","E00046022",118,80,38,0,0
"00CNFM0054","E00046023",127,92,35,0,0
"00CNFM0055","E00046024",129,79,47,3,0
"00CNFM0056","E00046025",126,96,30,0,0
"00CNFM0057","E00046026",135,85,47,3,0
"00CNFM0058","E00046027",129,116,13,0,0
"00CNFM0059","E00046028",138,90,45,3,0
"00CNFM0060","E00046029",130,108,22,0,0
"00CNFM0061","E00046030",120,93,24,3,0
"00CNFM0062","E00046031",139,102,34,3,0
"00CNFM0063","E00046032",118,70,45,3,0
"00CNFM0064","E00046033",119,82,37,0,0
"00CNFM0065","E00046034",110,79,31,0,0
"00CNFM0066","E00046035",123,76,41,6,0
"00CNFM0067","E00046036",114,78,33,3,0
"00CNFM0068","E00046037",117,66,39,6,6
"00CNFM0069","E00046038",117,93,21,3,0
"00CNFM0070","E00046039",84,62,22,0,0
"00CNFM0071","E00046040",134,91,40,3,0
"00CNFM0072","E00046041",102,79,23,0,0
"00CNFM0073","E00046042",117,89,25,3,0
"00CNFM0074","E00046043",142,111,31,0,0
"00CNFM0075","E00046044",117,97,20,0,0
"00CNFM0076","E00046045",123,91,32,0,0
"00CNFM0077","E00046046",112,96,16,0,0
"00CNFM0078","E00046047",120,94,20,3,3
"00CNFM0079","E00046048",118,97,21,0,0
"00CNFM0080","E00046049",103,85,18,0,0
"00CNFM0081","E00046050",134,115,19,0,0
"00CNFN0001","E00046051",144,89,52,3,0
"00CNFN0002","E00046052",112,81,31,0,0
"00CNFN0003","E00046053",128,70,51,7,0
"00CNFN0004","E00046054",141,98,40,3,0
"00CNFN0005","E00046055",132,77,52,3,0
"00CNFN0006","E00046056",137,70,61,6,0
"00CNFN0007","E00046057",137,91,41,5,0
"00CNFN0008","E00046058",165,110,55,0,0
"00CNFN0009","E00046059",160,100,51,9,0
"00CNFN0010","E00046060",113,73,37,3,0
"00CNFN0011","E00046061",121,62,53,3,3
"00CNFN0012","E00046062",123,62,46,9,6
"00CNFN0013","E00046063",113,78,32,3,0
"00CNFN0014","E00046064",129,81,39,6,3
"00CNFN0015","E00046065",136,88,45,0,3
"00CNFN0016","E00046066",123,68,48,4,3
"00CNFN0017","E00046067",116,73,43,0,0
"00CNFN0018","E00046068",125,79,46,0,0
"00CNFN0019","E00046069",132,92,40,0,0
"00CNFN0020","E00046070",115,65,50,0,0
"00CNFN0021","E00046071",137,100,37,0,0
"00CNFN0022","E00046072",97,81,16,0,0
"00CNFN0023","E00046073",107,73,28,6,0
"00CNFN0024","E00046074",108,62,43,3,0
"00CNFN0025","E00046075",114,63,48,0,3
"00CNFN0026","E00046076",86,67,19,0,0
"00CNFN0027","E00046077",130,109,21,0,0
"00CNFN0028","E00046078",125,73,49,3,0
"00CNFN0029","E00046079",130,98,29,0,3
"00CNFN0030","E00046080",110,63,41,3,3
"00CNFN0031","E00046081",144,98,43,3,0
"00CNFN0032","E00046082",142,119,20,0,3
"00CNFN0033","E00046083",120,71,46,3,0
"00CNFN0034","E00046084",108,81,21,6,0
"00CNFN0035","E00046085",132,83,43,6,0
"00CNFN0036","E00046086",133,67,60,6,0
"00CNFN0037","E00046087",122,67,47,8,0
"00CNFN0038","E00046088",132,82,44,6,0
"00CNFN0039","E00046089",131,82,46,3,0
"00CNFN0040","E00046090",123,84,39,0,0
"00CNFN0041","E00046091",123,104,19,0,0
"00CNFN0042","E00046092",131,116,15,0,0
"00CNFN0043","E00046093",105,63,39,3,0
"00CNFN0044","E00046094",126,71,49,6,0
"00CNFN0045","E00046095",131,99,32,0,0
"00CNFN0046","E00046096",143,96,44,3,0
"00CNFN0047","E00046097",131,87,44,0,0
"00CNFN0048","E00046098",101,81,20,0,0
"00CNFN0049","E00046099",129,75,51,3,0
"00CNFN0050","E00046100",128,110,18,0,0
"00CNFN0051","E00046101",125,69,53,3,0
"00CNFN0052","E00046102",129,89,37,3,0
"00CNFN0053","E00046103",129,77,49,3,0
"00CNFN0054","E00046104",115,72,43,0,0
"00CNFN0055","E00046105",110,77,30,3,0
"00CNFN0056","E00046106",111,88,17,3,3
"00CNFN0057","E00046107",121,86,32,0,3
"00CNFN0058","E00046108",145,92,53,0,0
"00CNFN0059","E00046109",145,104,38,3,0
"00CNFN0060","E00046110",138,109,29,0,0
"00CNFN0061","E00046111",141,84,54,3,0
"00CNFN0062","E00046112",126,85,38,0,3
"00CNFN0063","E00046113",110,72,35,3,0
"00CNFN0064","E00046114",94,63,31,0,0
"00CNFN0065","E00046115",107,79,28,0,0
"00CNFN0066","E00046116",110,69,41,0,0
"00CNFN0067","E00046117",138,98,37,3,0
"00CNFN0068","E00046118",107,71,36,0,0
"00CNFN0069","E00046119",152,109,43,0,0
"00CNFN0070","E00046120",137,92,42,3,0
"00CNFN0071","E00046121",121,84,34,3,0
"00CNFN0072","E00046122",120,85,26,6,3
"00CNFN0073","E00046123",139,102,37,0,0
"00CNFN0074","E00046124",113,77,33,3,0
"00CNFN0075","E00046125",139,89,47,3,0
"00CNFN0076","E00046126",133,71,47,9,6
"00CNFN0077","E00046127",131,74,54,3,0
"00CNFN0078","E00046128",128,73,46,9,0
"00CNFN0079","E00046129",135,84,48,3,0
"00CNFN0080","E00046130",118,56,56,6,0
"00CNFN0081","E00046131",122,76,43,3,0
"00CNFP0001","E00046132",140,93,44,3,0
"00CNFP0002","E00046133",148,117,31,0,0
"00CNFP0003","E00046134",135,91,41,3,0
"00CNFP0004","E00046135",157,112,42,3,0
"00CNFP0005","E00046136",129,96,30,3,0
"00CNFP0006","E00046137",135,85,44,6,0
"00CNFP0007","E00046138",127,84,37,3,3
"00CNFP0008","E00046139",126,94,32,0,0
"00CNFP0009","E00046140",124,89,32,3,0
"00CNFP0010","E00046141",122,77,42,3,0
"00CNFP0011","E00046142",117,68,46,3,0
"00CNFP0012","E00046143",120,72,42,6,0
"00CNFP0013","E00046144",115,95,17,3,0
"00CNFP0014","E00046145",90,51,33,6,0
"00CNFP0015","E00046146",99,73,26,0,0
"00CNFP0016","E00046147",118,98,20,0,0
"00CNFP0017","E00046148",125,74,48,3,0
"00CNFP0018","E00046149",142,102,37,3,0
"00CNFP0019","E00046150",133,103,30,0,0
"00CNFP0020","E00046151",131,61,63,7,0
"00CNFP0021","E00046152",118,75,40,3,0
"00CNFP0022","E00046153",121,94,24,0,3
"00CNFP0023","E00046154",121,93,28,0,0
"00CNFP0024","E00046155",122,91,28,3,0
"00CNFP0025","E00046156",105,74,28,0,3
"00CNFP0026","E00046157",130,97,33,0,0
"00CNFP0027","E00046158",117,82,35,0,0
"00CNFP0028","E00046159",111,95,16,0,0
"00CNFP0029","E00046160",133,108,22,3,0
"00CNFP0030","E00046161",120,88,32,0,0
"00CNFP0031","E00046162",125,78,41,6,0
"00CNFP0032","E00046163",127,72,52,3,0
"00CNFP0033","E00046164",142,102,37,3,0
"00CNFP0034","E00046165",128,72,47,6,3
"00CNFP0035","E00046166",117,70,44,3,0
"00CNFP0036","E00046167",117,89,28,0,0
"00CNFP0037","E00046168",121,74,38,6,3
"00CNFP0038","E00046169",120,68,49,3,0
"00CNFP0039","E00046170",118,83,35,0,0
"00CNFP0040","E00046171",142,102,34,3,3
"00CNFP0041","E00046172",131,77,51,3,0
"00CNFP0042","E00046173",113,72,41,0,0
"00CNFP0043","E00046174",125,90,32,3,0
"00CNFP0044","E00046175",127,79,45,0,3
"00CNFP0045","E00046176",125,79,46,0,0
"00CNFP0046","E00046177",129,74,52,3,0
"00CNFP0047","E00046178",127,65,56,3,3
"00CNFP0048","E00046179",128,82,40,3,3
"00CNFP0049","E00046180",141,95,36,10,0
"00CNFP0050","E00046181",130,86,41,3,0
"00CNFP0051","E00046182",125,81,41,3,0
"00CNFP0052","E00046183",135,85,44,3,3
"00CNFP0053","E00046184",110,82,28,0,0
"00CNFP0054","E00046185",117,74,40,3,0
"00CNFP0055","E00046186",138,90,48,0,0
"00CNFP0056","E00046187",113,88,22,3,0
"00CNFP0057","E00046188",133,93,40,0,0
"00CNFQ0001","E00046189",141,97,44,0,0
"00CNFQ0002","E00046190",118,82,33,3,0
"00CNFQ0003","E00046191",131,86,45,0,0
"00CNFQ0004","E00046192",124,69,52,3,0
"00CNFQ0005","E00046193",111,78,27,6,0
"00CNFQ0006","E00046194",169,104,59,6,0
"00CNFQ0007","E00046195",97,62,35,0,0
"00CNFQ0008","E00046196",134,103,28,3,0
"00CNFQ0009","E00046197",121,77,41,3,0
"00CNFQ0010","E00046198",134,86,39,9,0
"00CNFQ0011","E00046199",122,78,41,3,0
"00CNFQ0012","E00046200",128,87,38,3,0
"00CNFQ0013","E00046201",115,73,39,3,0
"00CNFQ0014","E00046202",128,82,43,3,0
"00CNFQ0015","E00046203",129,87,36,3,3
"00CNFQ0016","E00046204",132,52,68,12,0
"00CNFQ0017","E00046205",112,84,28,0,0
"00CNFQ0018","E00046206",125,78,47,0,0
"00CNFQ0019","E00046207",130,106,21,3,0
"00CNFQ0020","E00046208",115,69,46,0,0
"00CNFQ0021","E00046209",121,94,27,0,0
"00CNFQ0022","E00046210",104,65,39,0,0
"00CNFQ0023","E00046211",132,72,49,5,6
"00CNFQ0024","E00046212",119,85,34,0,0
"00CNFQ0025","E00046213",107,78,26,3,0
"00CNFQ0026","E00046214",103,77,23,0,3
"00CNFQ0027","E00046215",110,87,23,0,0
"00CNFQ0028","E00046216",113,67,40,6,0
"00CNFQ0029","E00046217",115,78,31,6,0
"00CNFQ0030","E00046218",109,68,41,0,0
"00CNFQ0031","E00046219",107,71,36,0,0
