
"KS017 - Cars or Vans"
"ONS Crown Copyright Reserved [from Nomis on 5 April 2025]"
"Population :","All households"
"Units      :","Persons and Households"
"Date       :","2001"

"2001 output area","mnemonic","No cars or vans in household","1 car or van in household","2 cars or vans in household","3 cars or vans in household","4 or more cars or vans in household"
"00CNFY0043","E00046801",27,54,29,0,0
"00CNFY0044","E00046802",61,39,5,5,0
"00CNFY0045","E00046803",41,59,23,3,0
"00CNFY0046","E00046804",44,48,13,0,0
"00CNFY0047","E00046805",19,60,34,4,0
"00CNFY0048","E00046806",22,66,30,5,0
"00CNFY0049","E00046807",33,60,23,5,3
"00CNFY0050","E00046808",23,62,29,3,3
"00CNFY0051","E00046809",22,52,21,9,0
"00CNFY0052","E00046810",57,55,12,6,0
"00CNFY0053","E00046811",30,59,18,3,3
"00CNFY0054","E00046812",51,47,21,0,0
"00CNFY0055","E00046813",33,74,28,3,0
"00CNFY0056","E00046814",31,75,34,5,0
"00CNFY0057","E00046815",38,52,30,5,0
"00CNFY0058","E00046816",43,75,12,5,0
"00CNFY0059","E00046817",36,57,24,5,3
"00CNFY0060","E00046818",24,69,18,3,0
"00CNFY0061","E00046819",34,53,27,4,3
"00CNFY0062","E00046820",30,70,27,3,3
"00CNFY0063","E00046821",68,41,11,3,3
"00CNFY0064","E00046822",87,34,6,3,3
"00CNFY0065","E00046823",31,60,27,3,0
"00CNFY0066","E00046824",48,58,20,3,0
"00CNFY0067","E00046825",57,55,13,0,0
"00CNFY0068","E00046826",28,67,26,8,0
"00CNFY0069","E00046827",37,61,23,5,0
"00CNFY0070","E00046828",40,61,30,6,0
"00CNFY0071","E00046829",41,68,17,6,0
"00CNFY0072","E00046830",28,72,32,3,0
"00CNFZ0001","E00046831",39,77,31,0,0
"00CNFZ0002","E00046832",25,62,32,0,0
"00CNFZ0003","E00046833",17,66,23,3,0
"00CNFZ0004","E00046834",26,59,36,3,0
"00CNFZ0005","E00046835",90,36,8,0,3
"00CNFZ0006","E00046836",68,63,21,6,0
"00CNFZ0007","E00046837",15,64,34,10,3
"00CNFZ0008","E00046838",22,57,33,8,0
"00CNFZ0009","E00046839",74,12,6,0,0
"00CNFZ0010","E00046840",20,76,32,4,0
"00CNFZ0011","E00046841",30,61,21,3,3
"00CNFZ0012","E00046842",27,71,39,5,0
"00CNFZ0013","E00046843",26,64,22,7,3
"00CNFZ0014","E00046844",36,81,23,0,0
"00CNFZ0015","E00046845",45,51,21,4,0
"00CNFZ0016","E00046846",38,64,27,6,0
"00CNFZ0017","E00046847",18,68,26,3,0
"00CNFZ0018","E00046848",59,25,12,3,0
"00CNFZ0019","E00046849",44,52,21,3,0
"00CNFZ0020","E00046850",69,57,5,0,0
"00CNFZ0021","E00046851",32,64,26,3,4
"00CNFZ0022","E00046852",54,47,13,0,0
"00CNFZ0023","E00046853",17,59,38,11,5
"00CNFZ0024","E00046854",25,71,35,3,0
"00CNFZ0025","E00046855",48,61,19,0,3
"00CNFZ0026","E00046856",44,67,29,3,0
"00CNFZ0027","E00046857",30,74,25,3,0
"00CNFZ0028","E00046858",42,54,20,0,3
"00CNFZ0029","E00046859",32,64,26,0,0
"00CNFZ0030","E00046860",32,68,27,0,0
"00CNFZ0031","E00046861",39,70,18,0,3
"00CNFZ0032","E00046862",27,60,36,0,0
"00CNFZ0033","E00046863",40,63,15,0,0
"00CNFZ0034","E00046864",30,67,29,4,3
"00CNFZ0035","E00046865",29,59,31,8,3
"00CNFZ0036","E00046866",22,57,28,5,0
"00CNFZ0037","E00046867",24,47,23,3,0
"00CNFZ0038","E00046868",22,61,18,3,0
"00CNFZ0039","E00046869",44,74,20,3,0
"00CNFZ0040","E00046870",41,70,17,4,0
"00CNFZ0041","E00046871",30,57,23,0,0
"00CNFZ0042","E00046872",49,40,4,0,0
"00CNFZ0043","E00046873",26,68,30,5,3
"00CNFZ0044","E00046874",38,55,33,7,0
"00CNFZ0045","E00046875",21,62,35,5,3
"00CNFZ0046","E00046876",14,43,43,6,3
"00CNFZ0047","E00046877",19,61,24,3,0
"00CNFZ0048","E00046878",23,67,39,3,0
"00CNFZ0049","E00046879",38,59,28,4,0
"00CNFZ0050","E00046880",24,44,23,3,0
"00CNFZ0051","E00046881",26,60,26,7,3
"00CNFZ0052","E00046882",33,63,22,7,0
"00CNFZ0053","E00046883",33,58,26,0,3
"00CNFZ0054","E00046884",31,68,30,6,0
"00CNFZ0055","E00046885",25,66,46,6,3
"00CNFZ0056","E00046886",32,74,33,4,0
"00CNFZ0057","E00046887",35,60,29,3,3
"00CNFZ0058","E00046888",31,60,21,3,0
"00CNFZ0059","E00046889",28,67,24,4,0
"00CNFZ0060","E00046890",40,60,21,4,3
"00CNFZ0061","E00046891",36,72,24,5,0
"00CNFZ0062","E00046892",29,56,36,7,0
"00CNFZ0063","E00046893",43,60,16,6,3
"00CNFZ0064","E00046894",21,52,23,6,0
"00CNFZ0065","E00046895",23,58,24,4,3
"00CNFZ0066","E00046896",25,63,28,6,0
"00CNFZ0067","E00046897",26,60,34,6,0
"00CNFZ0068","E00046898",22,63,27,4,0
"00CNFZ0069","E00046899",16,59,38,4,0
"00CNFZ0070","E00046900",38,70,16,3,0
"00CNFZ0071","E00046901",37,68,32,4,0
"00CNFZ0072","E00046902",29,60,25,3,0
"00CNFZ0073","E00046903",26,53,40,11,3
"00CNFZ0074","E00046904",28,54,50,8,0
"00CNGA0001","E00046905",22,83,40,5,0
"00CNGA0002","E00046906",61,55,11,0,0
"00CNGA0003","E00046907",65,59,5,3,0
"00CNGA0004","E00046908",44,69,23,3,3
"00CNGA0005","E00046909",49,46,15,0,0
"00CNGA0006","E00046910",30,62,40,6,0
"00CNGA0007","E00046911",8,25,64,16,12
"00CNGA0008","E00046912",31,30,44,12,8
"00CNGA0009","E00046913",15,57,33,7,0
"00CNGA0010","E00046914",60,46,10,4,0
"00CNGA0011","E00046915",22,58,41,6,3
"00CNGA0012","E00046916",16,60,39,3,3
"00CNGA0013","E00046917",33,55,28,5,0
"00CNGA0014","E00046918",20,54,46,4,3
"00CNGA0015","E00046919",24,50,34,5,3
"00CNGA0016","E00046920",43,53,25,0,0
"00CNGA0017","E00046921",42,58,28,7,3
"00CNGA0018","E00046922",19,66,36,8,0
"00CNGA0019","E00046923",33,72,32,6,0
"00CNGA0020","E00046924",19,67,35,7,3
"00CNGA0021","E00046925",18,64,47,6,0
"00CNGA0022","E00046926",27,60,24,3,0
"00CNGA0023","E00046927",15,49,45,7,0
"00CNGA0024","E00046928",41,61,26,4,0
"00CNGA0025","E00046929",18,57,54,6,0
"00CNGA0026","E00046930",63,56,10,0,3
"00CNGA0027","E00046931",18,72,34,7,4
"00CNGA0028","E00046932",38,52,17,4,0
"00CNGA0029","E00046933",69,32,10,3,0
"00CNGA0030","E00046934",32,56,37,5,0
"00CNGA0031","E00046935",20,66,28,10,8
"00CNGA0032","E00046936",30,64,37,4,0
"00CNGA0033","E00046937",24,53,27,6,0
"00CNGA0034","E00046938",21,48,25,11,5
"00CNGA0035","E00046939",33,47,25,7,3
"00CNGA0036","E00046940",56,39,20,0,0
"00CNGA0037","E00046941",65,61,14,0,0
"00CNGA0038","E00046942",38,57,30,3,0
"00CNGA0039","E00046943",53,45,14,3,3
"00CNGA0040","E00046944",31,62,19,4,3
"00CNGA0041","E00046945",35,56,23,3,0
"00CNGA0042","E00046946",57,51,9,0,0
"00CNGA0043","E00046947",46,53,17,3,3
"00CNGA0044","E00046948",34,69,21,0,3
"00CNGA0045","E00046949",38,48,27,5,0
"00CNGA0046","E00046950",77,39,6,0,3
"00CNGA0047","E00046951",53,50,21,0,0
"00CNGA0048","E00046952",63,28,12,0,0
"00CNGA0049","E00046953",64,52,11,0,0
"00CNGA0050","E00046954",40,52,17,8,0
"00CNGA0051","E00046955",24,61,35,3,6
"00CNGA0052","E00046956",74,40,13,0,3
"00CNGA0053","E00046957",58,51,12,0,3
"00CNGA0054","E00046958",42,59,15,3,3
"00CNGA0055","E00046959",57,27,8,3,4
"00CNGA0056","E00046960",57,48,10,3,0
"00CNGA0057","E00046961",38,73,26,7,0
"00CNGA0058","E00046962",37,43,13,3,0
"00CNGA0059","E00046963",57,52,10,0,0
"00CNGA0060","E00046964",63,53,16,0,0
"00CNGA0061","E00046965",69,48,19,5,0
"00CNGA0062","E00046966",55,63,20,4,0
"00CNGA0063","E00046967",12,40,62,24,7
"00CNGA0064","E00046968",27,65,26,4,3
"00CNGA0065","E00046969",16,63,37,6,3
"00CNGA0066","E00046970",33,67,17,0,0
"00CNGA0067","E00046971",14,61,48,8,0
"00CNGB0001","E00046972",158,56,16,3,0
"00CNGB0002","E00046973",54,45,6,0,3
"00CNGB0003","E00046974",46,39,3,0,0
"00CNGB0004","E00046975",74,52,10,3,3
"00CNGB0005","E00046976",65,35,5,0,0
"00CNGB0006","E00046977",52,65,13,4,0
"00CNGB0007","E00046978",22,64,25,6,4
"00CNGB0008","E00046979",16,66,49,5,0
"00CNGB0009","E00046980",33,67,10,3,0
"00CNGB0010","E00046981",59,48,12,3,3
"00CNGB0011","E00046982",46,53,3,0,0
"00CNGB0012","E00046983",46,36,5,0,0
"00CNGB0013","E00046984",47,57,4,3,0
"00CNGB0014","E00046985",49,53,10,0,0
"00CNGB0015","E00046986",52,60,12,0,3
"00CNGB0016","E00046987",13,52,20,7,0
"00CNGB0017","E00046988",16,65,35,5,0
"00CNGB0018","E00046989",14,56,30,9,0
"00CNGB0019","E00046990",21,59,34,5,0
"00CNGB0020","E00046991",20,57,32,6,0
"00CNGB0021","E00046992",9,58,28,5,4
"00CNGB0022","E00046993",19,48,39,4,0
"00CNGB0023","E00046994",11,52,39,4,3
"00CNGB0024","E00046995",24,48,23,7,0
"00CNGB0025","E00046996",14,61,42,8,3
"00CNGB0026","E00046997",46,30,4,0,0
"00CNGB0027","E00046998",11,63,45,6,6
"00CNGB0028","E00046999",23,50,47,8,0
"00CNGB0029","E00047000",12,41,59,9,7
"00CNGB0030","E00047001",28,49,24,16,3
"00CNGB0031","E00047002",25,71,42,10,0
"00CNGB0032","E00047003",15,56,44,6,3
"00CNGB0033","E00047004",18,53,43,10,3
"00CNGB0034","E00047005",79,39,0,0,0
"00CNGB0035","E00047006",49,29,17,5,3
"00CNGB0036","E00047007",21,48,43,5,3
"00CNGB0037","E00047008",20,41,50,25,9
"00CNGB0038","E00047009",15,56,37,16,3
"00CNGB0039","E00047010",31,45,18,5,4
"00CNGB0040","E00047011",75,59,8,3,0
"00CNGB0041","E00047012",41,59,15,3,0
"00CNGB0042","E00047013",20,70,31,4,3
"00CNGB0043","E00047014",55,43,29,9,3
"00CNGB0044","E00047015",57,61,13,5,0
"00CNGB0045","E00047016",16,46,25,6,0
"00CNGB0046","E00047017",65,66,5,0,0
"00CNGB0047","E00047018",122,47,6,7,0
"00CNGB0048","E00047019",73,70,14,3,0
"00CNGB0049","E00047020",41,82,7,0,3
"00CNGB0050","E00047021",40,66,24,3,0
"00CNGB0051","E00047022",44,74,22,0,0
"00CNGB0052","E00047023",195,43,19,0,3
"00CNGB0053","E00047024",28,53,12,6,0
"00CNGB0054","E00047025",49,56,37,9,5
"00CNGB0055","E00047026",61,57,25,5,0
"00CNGB0056","E00047027",33,64,30,7,3
"00CNGB0057","E00047028",47,69,15,3,0
"00CNGB0058","E00047029",125,42,13,0,0
"00CNGB0059","E00047030",13,39,26,5,3
"00CNGB0060","E00047031",15,54,36,7,0
"00CNGB0061","E00047032",48,66,17,3,0
"00CNGB0062","E00047033",59,71,12,3,0
"00CNGB0063","E00047034",46,57,4,0,0
"00CNGB0064","E00047035",38,63,31,9,3
"00CNGB0065","E00047036",60,48,11,3,0
"00CNGB0066","E00047037",28,50,29,6,3
"00CNGB0067","E00047038",53,45,0,0,0
"00CNGB0068","E00047039",64,62,7,0,3
"00CNGB0069","E00047040",35,44,21,4,0
"00CNGB0070","E00047041",65,40,22,6,0
"00CNGB0071","E00047042",45,51,6,0,0
"00CNGB0072","E00047043",42,53,19,4,3
"00CNGB0073","E00047044",31,60,14,3,0
"00CNGB0074","E00047045",52,51,10,0,0
"00CNGB0075","E00047046",72,29,7,0,0
"00CNGB0076","E00047047",36,46,16,9,3
"00CNGB0077","E00047048",49,53,17,8,0
"00CNGB0078","E00047049",24,53,17,3,0
"00CNGB0079","E00047050",47,52,17,3,0
"00CNGB0080","E00047051",71,55,13,0,0
"00CNGB0081","E00047052",44,50,16,3,0
"00CNGB0082","E00047053",54,46,10,4,0
"00CNGB0083","E00047054",65,49,10,0,0
"00CNGB0084","E00047055",50,63,3,0,0
"00CNGC0001","E00047056",30,60,16,4,0
"00CNGC0002","E00047057",64,47,11,3,4
"00CNGC0003","E00047058",37,50,20,7,4
"00CNGC0004","E00047059",52,42,18,4,0
"00CNGC0005","E00047060",36,26,21,7,3
"00CNGC0006","E00047061",59,28,18,3,0
"00CNGC0007","E00047062",20,62,43,4,3
"00CNGC0008","E00047063",50,43,13,5,0
"00CNGC0009","E00047064",37,54,18,6,0
"00CNGC0010","E00047065",24,44,27,5,5
"00CNGC0011","E00047066",30,59,21,6,3
"00CNGC0012","E00047067",43,37,15,8,0
"00CNGC0013","E00047068",61,43,16,3,0
"00CNGC0014","E00047069",49,64,15,3,3
"00CNGC0015","E00047070",28,67,36,7,0
"00CNGC0016","E00047071",32,56,33,8,0
"00CNGC0017","E00047072",27,49,40,7,0
"00CNGC0018","E00047073",43,59,17,3,0
"00CNGC0019","E00047074",43,36,15,10,0
"00CNGC0020","E00047075",56,46,30,4,0
"00CNGC0021","E00047076",39,65,19,6,0
"00CNGC0022","E00047077",64,46,16,0,0
"00CNGC0023","E00047078",36,58,16,6,3
"00CNGC0024","E00047079",51,50,13,3,0
"00CNGC0025","E00047080",27,49,11,0,0
"00CNGC0026","E00047081",31,58,55,8,4
"00CNGC0027","E00047082",32,61,24,6,0
"00CNGC0028","E00047083",37,58,26,3,0
"00CNGC0029","E00047084",61,58,16,4,0
"00CNGC0030","E00047085",52,58,15,0,0
"00CNGC0031","E00047086",21,80,30,4,0
"00CNGC0032","E00047087",47,85,24,3,0
"00CNGC0033","E00047088",39,73,27,9,0
"00CNGC0034","E00047089",80,31,5,0,0
"00CNGC0035","E00047090",60,66,23,6,3
"00CNGC0036","E00047091",52,68,19,7,0
"00CNGC0037","E00047092",22,62,25,5,0
"00CNGC0038","E00047093",28,49,32,5,4
"00CNGC0039","E00047094",33,61,31,3,0
"00CNGC0040","E00047095",39,67,31,7,0
"00CNGC0041","E00047096",16,55,52,5,3
"00CNGC0042","E00047097",63,64,23,3,0
"00CNGC0043","E00047098",52,52,24,4,0
"00CNGC0044","E00047099",42,50,21,3,0
"00CNGC0045","E00047100",31,75,33,11,0
"00CNGC0046","E00047101",30,76,19,3,0
"00CNGC0047","E00047102",33,83,22,3,0
"00CNGC0048","E00047103",54,66,27,7,0
"00CNGC0049","E00047104",22,39,36,0,3
"00CNGC0050","E00047105",30,44,25,5,3
"00CNGC0051","E00047106",46,25,13,7,3
"00CNGC0052","E00047107",28,49,41,5,3
"00CNGC0053","E00047108",79,40,7,6,0
"00CNGC0054","E00047109",46,40,14,11,5
"00CNGC0055","E00047110",27,51,40,3,3
"00CNGC0056","E00047111",48,30,18,8,6
"00CNGC0057","E00047112",24,59,22,8,0
"00CNGC0058","E00047113",13,53,39,9,0
"00CNGC0059","E00047114",38,41,23,8,6
"00CNGC0060","E00047115",71,46,17,7,4
"00CNGC0061","E00047116",38,43,7,7,8
"00CNGC0062","E00047117",60,50,18,4,3
"00CNGC0063","E00047118",52,49,14,0,0
"00CNGC0064","E00047119",23,54,33,5,3
"00CNGC0065","E00047120",38,51,21,5,3
"00CNGC0066","E00047121",20,43,32,8,4
"00CNGC0067","E00047122",67,53,15,9,3
"00CNGC0068","E00047123",54,48,19,5,0
"00CNGC0069","E00047124",37,38,22,8,3
"00CNGC0070","E00047125",44,29,9,0,0
"00CNGC0071","E00047126",26,72,22,3,3
"00CNGC0072","E00047127",31,76,31,6,0
"00CNGC0073","E00047128",60,56,15,0,0
"00CNGC0074","E00047129",51,42,26,3,0
"00CNGC0075","E00047130",58,58,11,0,0
"00CNGC0076","E00047131",75,44,19,5,0
"00CNGC0077","E00047132",48,48,18,6,3
"00CNGC0078","E00047133",61,43,24,6,3
"00CNGC0079","E00047134",31,53,19,5,3
"00CNGC0080","E00047135",55,59,25,4,0
"00CNGD0001","E00047136",63,65,13,3,0
"00CNGD0002","E00047137",53,47,15,0,0
"00CNGD0003","E00047138",41,53,26,0,3
"00CNGD0004","E00047139",37,61,16,3,0
"00CNGD0005","E00047140",59,68,16,0,0
"00CNGD0006","E00047141",44,74,20,3,0
"00CNGD0007","E00047142",65,40,10,0,0
"00CNGD0008","E00047143",20,60,37,8,0
"00CNGD0009","E00047144",66,50,5,3,0
"00CNGD0010","E00047145",51,47,22,3,0
"00CNGD0011","E00047146",64,50,7,3,0
"00CNGD0012","E00047147",54,37,19,0,0
"00CNGD0013","E00047148",49,45,8,6,0
"00CNGD0014","E00047149",51,40,7,0,0
"00CNGD0015","E00047150",52,58,15,3,0
"00CNGD0016","E00047151",60,52,11,0,0
"00CNGD0017","E00047152",44,69,20,0,0
"00CNGD0018","E00047153",64,41,8,0,3
"00CNGD0019","E00047154",43,49,22,0,0
"00CNGD0020","E00047155",57,41,10,3,0
"00CNGD0021","E00047156",60,46,8,3,0
"00CNGD0022","E00047157",64,41,9,0,0
"00CNGD0023","E00047158",57,44,9,0,0
"00CNGD0024","E00047159",50,53,14,0,0
"00CNGD0025","E00047160",66,56,17,0,0
"00CNGD0026","E00047161",65,44,14,0,0
"00CNGD0027","E00047162",66,55,8,0,0
"00CNGD0028","E00047163",69,41,7,4,0
"00CNGD0029","E00047164",54,65,17,3,0
"00CNGD0030","E00047165",61,61,9,0,0
"00CNGD0031","E00047166",30,69,20,0,3
"00CNGD0032","E00047167",70,37,6,3,0
"00CNGD0033","E00047168",73,51,9,0,0
"00CNGD0034","E00047169",118,28,0,0,0
"00CNGD0035","E00047170",30,56,29,5,0
"00CNGD0036","E00047171",50,56,12,3,0
"00CNGD0037","E00047172",40,69,19,6,0
"00CNGD0038","E00047173",65,56,7,0,0
"00CNGD0039","E00047174",19,63,31,7,0
"00CNGD0040","E00047175",35,46,18,4,0
"00CNGD0041","E00047176",41,65,25,3,3
"00CNGD0042","E00047177",54,58,16,0,0
"00CNGD0043","E00047178",68,40,12,0,0
"00CNGD0044","E00047179",74,36,6,0,0
"00CNGD0045","E00047180",63,54,17,3,0
"00CNGD0046","E00047181",59,68,12,3,3
"00CNGD0047","E00047182",47,54,24,3,0
"00CNGD0048","E00047183",58,46,14,3,0
"00CNGD0049","E00047184",63,34,16,3,0
"00CNGD0050","E00047185",39,76,25,4,0
"00CNGD0051","E00047186",56,48,11,3,0
"00CNGD0052","E00047187",63,49,20,0,0
"00CNGD0053","E00047188",63,45,11,0,0
"00CNGD0054","E00047189",72,54,10,3,0
