mnemonic,total_residents,residents_10,InActive_sick,Foreman,Skilled,Semi_skilled,Unskilled,Total_employed,Manufacturing,Well_Edu,Disabled,total_persons,poor_health
E00046338,143,NA,15,NA,13,7,18,74,10,48,75,208,44
E00046339,221,NA,13,NA,16,25,25,122,28,73,57,329,34
E00046340,209,NA,22,NA,14,20,23,106,21,82,77,334,40
E00046341,210,NA,35,NA,13,11,17,83,12,55,113,346,55
E00046342,131,NA,19,NA,6,6,0,50,12,55,85,197,54
E00046343,216,NA,22,NA,20,17,20,114,19,74,76,283,53
E00046344,243,NA,35,NA,11,13,20,93,16,97,87,340,63
E00046345,193,NA,14,NA,7,10,21,99,13,88,64,280,36
E00046346,145,NA,18,NA,5,7,13,61,13,64,73,214,45
E00046347,249,NA,12,NA,19,12,28,143,28,128,48,321,29
E00046348,236,NA,13,NA,16,13,18,126,25,119,53,297,26
E00046349,234,NA,39,NA,7,10,16,70,7,81,86,344,39
E00046350,134,NA,15,NA,11,0,7,66,5,67,46,140,23
E00046351,205,NA,9,NA,7,8,11,146,15,148,42,235,18
E00046352,184,NA,30,NA,5,10,21,74,10,84,65,249,45
E00046353,211,NA,16,NA,7,4,16,107,3,136,52,263,34
E00046354,207,NA,8,NA,8,15,17,112,16,99,45,283,22
E00046355,189,NA,32,NA,8,7,17,76,13,94,102,253,53
E00046356,238,NA,13,NA,4,4,9,173,10,178,33,249,22
E00046357,197,NA,12,NA,7,15,20,81,15,62,61,322,40
E00046358,174,NA,9,NA,3,3,3,115,13,139,28,202,15
E00046359,147,NA,9,NA,6,9,13,83,13,80,35,201,22
E00046360,246,NA,17,NA,14,4,20,147,17,146,65,291,40
E00046361,248,NA,18,NA,6,25,23,138,31,147,48,306,33
E00046362,170,NA,9,NA,6,11,12,104,14,113,31,213,17
E00046363,164,NA,9,NA,5,10,9,89,14,91,36,203,18
E00046364,188,NA,10,NA,7,20,13,105,19,110,48,257,33
E00046365,115,NA,8,NA,5,3,6,68,10,66,32,156,17
E00046366,233,NA,13,NA,3,16,14,121,21,143,61,295,31
E00046367,400,NA,15,NA,4,5,33,125,12,323,57,420,39
E00046368,145,NA,8,NA,4,7,9,54,8,71,27,223,22
E00046369,220,NA,11,NA,8,11,17,109,14,124,38,298,31
E00046370,147,NA,22,NA,3,6,4,58,8,81,55,177,36
E00046371,166,NA,7,NA,4,8,19,82,9,84,23,253,22
E00046372,222,NA,12,NA,10,16,14,113,20,108,45,311,34
E00046373,297,NA,21,NA,11,13,23,179,31,183,85,440,54
E00046374,165,NA,21,NA,3,6,15,68,11,60,55,253,33
E00046375,140,NA,8,NA,5,0,5,78,9,90,19,162,13
E00046376,196,NA,13,NA,6,6,12,102,15,142,41,245,26
E00046377,681,NA,30,NA,15,3,111,308,15,579,78,696,40
E00046378,224,NA,11,NA,7,8,12,148,21,169,45,294,23
E00046379,148,NA,19,NA,8,0,10,62,7,76,43,155,25
E00046380,225,NA,20,NA,7,8,7,132,16,155,58,315,25
E00046381,109,NA,14,NA,3,6,10,41,9,46,35,138,26
E00046382,132,NA,5,NA,4,5,16,90,12,103,18,159,13
E00046383,173,NA,14,NA,5,3,18,108,9,112,42,217,35
E00046384,272,NA,18,NA,13,26,20,158,44,158,52,389,31
E00046385,175,NA,15,NA,10,3,15,84,10,68,66,228,36
E00046386,192,NA,24,NA,5,7,17,71,16,79,62,266,46
E00046387,129,NA,22,NA,5,3,8,41,8,54,71,187,50
E00046388,192,NA,10,NA,10,12,15,111,19,102,45,249,29
E00046389,192,NA,27,NA,7,6,6,93,8,92,68,234,40
E00046390,261,NA,40,NA,13,14,20,115,16,121,94,281,55
E00046391,184,NA,24,NA,8,7,19,73,10,80,48,313,27
E00046392,217,NA,13,NA,8,13,16,101,16,130,52,273,23
E00046393,256,NA,38,NA,14,7,20,118,7,140,85,284,58
E00046394,204,NA,12,NA,5,5,11,105,10,117,53,272,27
E00046395,185,NA,42,NA,7,3,11,61,0,86,75,235,34
E00046396,268,NA,17,NA,15,7,14,138,16,168,60,365,30
E00046397,167,NA,20,NA,4,6,11,69,11,76,54,227,30
E00046398,161,NA,10,NA,4,3,14,73,3,83,47,252,28
E00046399,180,NA,19,NA,11,7,16,78,18,88,35,187,17
E00046400,135,NA,13,NA,9,8,9,46,11,63,53,193,32
E00046401,231,NA,27,NA,13,6,18,90,15,103,133,349,67
E00046402,265,NA,24,NA,9,3,9,149,18,182,111,361,50
E00046403,146,NA,6,NA,5,0,9,82,10,108,26,170,18
E00046404,126,NA,11,NA,6,4,11,47,9,54,34,190,22
E00046405,199,NA,8,NA,6,5,15,99,9,107,40,263,24
E00046406,177,NA,13,NA,3,6,12,106,10,123,66,254,31
E00046407,480,NA,24,NA,14,12,63,197,9,362,89,522,53
E00046408,233,NA,24,NA,12,10,23,110,9,112,66,311,40
E00046409,258,NA,25,NA,7,14,20,91,9,111,82,399,55
E00046410,171,NA,23,NA,8,5,13,67,6,71,82,257,48
E00046411,213,NA,26,NA,10,12,24,84,14,93,71,255,40
E00046412,297,NA,55,NA,5,9,17,99,10,138,123,321,65
E00046413,188,NA,15,NA,9,13,16,73,9,62,55,280,40
E00046414,241,NA,16,NA,7,21,9,92,18,88,63,333,35
E00046415,230,NA,8,NA,5,6,10,171,19,179,21,251,16
E00046416,163,NA,11,NA,7,15,14,84,13,66,47,240,34
E00046417,312,NA,9,NA,8,21,16,113,12,105,74,445,53
E00046418,213,NA,17,NA,14,13,15,106,21,85,77,281,53
E00046419,249,NA,25,NA,4,9,20,81,16,115,68,318,47
E00046420,251,NA,12,NA,5,23,11,87,22,92,61,364,38
E00046421,132,NA,6,NA,5,6,15,58,5,64,41,189,20
E00046422,186,NA,14,NA,8,9,25,94,14,78,56,263,23
E00046423,172,NA,20,NA,10,13,14,76,9,73,54,259,40
E00046424,185,NA,15,NA,6,14,14,72,13,80,64,266,32
E00046425,165,NA,20,NA,11,14,26,86,17,62,50,208,35
E00046426,192,NA,32,NA,6,9,17,68,11,76,91,252,63
E00046427,238,NA,27,NA,13,17,12,104,19,114,69,287,45
E00046428,155,NA,7,NA,5,6,12,73,5,74,46,223,24
E00046429,204,NA,18,NA,3,5,12,71,7,113,58,286,39
E00046430,206,NA,10,NA,4,20,14,90,15,92,42,287,25
E00046431,221,NA,10,NA,25,16,20,144,33,98,65,340,28
E00046432,246,NA,32,NA,13,12,29,106,20,88,95,366,52
E00046433,229,NA,19,NA,7,13,19,150,23,108,50,337,19
E00046434,358,NA,52,NA,27,20,21,233,56,171,112,454,55
E00046435,139,NA,13,NA,7,6,8,55,6,46,45,243,29
E00046436,196,NA,10,NA,13,15,24,112,12,82,52,309,23
E00046437,238,NA,12,NA,23,25,26,154,37,89,63,334,31
E00046438,207,NA,11,NA,21,7,20,104,15,75,71,355,30
E00046439,241,NA,14,NA,25,17,17,156,25,120,68,334,27
E00046440,224,NA,10,NA,19,16,25,134,31,104,64,328,21
E00046441,241,NA,4,NA,15,12,11,210,33,158,26,317,12
E00046442,214,NA,5,NA,23,14,19,137,27,87,60,327,28
E00046443,200,NA,14,NA,13,13,19,124,20,90,54,292,33
E00046444,156,NA,15,NA,4,9,17,64,9,43,70,235,32
E00046445,180,NA,10,NA,11,10,9,73,16,58,98,263,57
E00046446,184,NA,22,NA,10,12,21,80,9,68,56,280,37
E00046447,167,NA,24,NA,19,5,24,82,9,57,55,221,33
E00046448,204,NA,7,NA,19,16,18,150,34,101,58,270,26
E00046449,204,NA,7,NA,25,17,22,138,37,89,40,286,15
E00046450,163,NA,12,NA,9,11,12,83,14,79,51,244,30
E00046451,175,NA,6,NA,9,8,11,84,8,78,65,291,35
E00046452,228,NA,17,NA,28,16,25,143,32,99,63,343,29
E00046453,163,NA,8,NA,21,9,6,109,19,73,51,238,29
E00046454,173,NA,6,NA,7,18,15,118,23,99,33,217,19
E00046455,217,NA,11,NA,22,12,16,144,25,95,44,311,25
E00046456,189,NA,12,NA,14,8,19,102,18,76,60,289,32
E00046457,172,NA,10,NA,12,12,13,112,17,78,46,216,22
E00046458,272,NA,6,NA,27,19,24,164,28,128,52,424,26
E00046459,206,NA,8,NA,22,16,18,139,30,91,45,316,17
E00046460,228,NA,10,NA,21,9,20,159,31,128,52,315,22
E00046461,226,NA,10,NA,17,17,18,139,33,113,62,305,25
E00046462,224,NA,11,NA,26,20,16,172,36,120,37,280,20
E00046463,210,NA,12,NA,17,19,17,148,28,101,49,289,27
E00046464,203,NA,7,NA,27,10,20,123,26,84,55,301,28
E00046465,200,NA,10,NA,27,14,21,147,27,85,48,270,21
E00046466,241,NA,11,NA,23,20,18,156,31,106,55,331,21
E00046467,228,NA,9,NA,25,15,29,142,24,83,59,326,27
E00046468,210,NA,12,NA,30,11,15,146,29,96,60,305,28
E00046469,194,NA,8,NA,19,18,17,129,28,78,70,321,31
E00046470,224,NA,22,NA,18,17,11,132,22,105,69,299,45
E00046471,223,NA,16,NA,26,32,17,157,38,88,51,308,38
E00046472,199,NA,7,NA,17,23,17,143,30,89,52,294,24
E00046473,145,NA,17,NA,14,6,8,71,15,53,56,229,34
E00046474,188,NA,12,NA,16,20,15,115,24,77,64,285,37
E00046475,211,NA,11,NA,20,8,14,147,26,122,60,287,32
E00046476,198,NA,7,NA,26,21,25,156,31,86,50,315,14
E00046477,183,NA,9,NA,20,15,20,139,29,90,41,252,18
E00046478,228,NA,12,NA,18,19,23,133,29,92,68,354,37
E00046479,166,NA,7,NA,15,13,12,108,20,81,47,247,24
E00046480,201,NA,11,NA,16,23,26,132,35,85,58,294,30
E00046481,216,NA,6,NA,24,25,20,156,37,103,47,289,25
E00046482,159,NA,23,NA,9,8,14,60,5,48,73,255,46
E00046483,215,NA,9,NA,19,18,15,168,40,117,30,294,19
E00046484,161,NA,14,NA,8,15,11,84,8,56,53,265,36
E00046485,140,NA,10,NA,17,5,14,81,15,48,61,232,35
E00046486,214,NA,14,NA,20,18,9,162,30,117,42,297,19
E00046487,130,NA,6,NA,12,4,9,78,10,72,60,203,31
E00046488,151,NA,7,NA,8,8,8,101,20,71,54,219,22
E00046489,244,NA,17,NA,14,18,30,116,19,80,71,372,54
E00046490,207,NA,19,NA,12,11,19,96,19,67,72,339,40
E00046491,250,NA,19,NA,19,12,30,135,22,91,66,414,30
E00046492,211,NA,22,NA,11,19,23,99,26,72,61,326,29
E00046493,210,NA,24,NA,18,18,18,93,20,76,82,335,58
E00046494,260,NA,18,NA,19,20,26,143,21,91,65,377,30
E00046495,188,NA,7,NA,17,12,12,103,15,81,80,312,38
E00046496,194,NA,20,NA,18,10,20,96,16,78,66,294,34
E00046497,238,NA,18,NA,18,16,22,121,14,84,61,339,50
E00046498,186,NA,20,NA,13,6,24,76,11,51,53,345,27
E00046499,176,NA,16,NA,8,4,16,67,7,69,31,324,25
E00046500,217,NA,17,NA,13,13,22,111,15,84,59,333,22
E00046501,229,NA,21,NA,16,8,14,160,26,121,38,292,16
E00046502,236,NA,10,NA,21,17,20,163,24,110,49,323,30
E00046503,252,NA,13,NA,27,26,20,196,35,143,53,353,25
E00046504,233,NA,37,NA,20,16,17,146,22,120,97,336,61
E00046505,208,NA,6,NA,19,16,12,131,18,102,51,306,21
E00046506,217,NA,14,NA,19,10,25,128,24,89,58,313,37
E00046507,292,NA,18,NA,21,23,34,154,33,98,73,405,46
E00046508,225,NA,19,NA,16,27,26,132,21,80,72,321,41
E00046509,234,NA,31,NA,12,21,30,107,23,72,82,349,49
E00046510,223,NA,11,NA,15,21,25,127,25,89,63,310,33
E00046511,214,NA,26,NA,15,24,25,123,28,69,82,297,60
E00046512,193,NA,21,NA,11,17,19,100,21,50,59,256,36
E00046513,169,NA,15,NA,12,13,24,90,18,51,48,230,33
E00046514,203,NA,22,NA,18,20,18,103,19,75,57,308,39
E00046515,242,NA,28,NA,22,16,30,139,22,85,71,298,43
E00046516,209,NA,28,NA,8,21,14,79,14,56,83,313,60
E00046517,246,NA,33,NA,12,21,30,105,33,80,83,319,44
E00046518,199,NA,18,NA,17,18,31,110,26,55,55,294,40
E00046519,195,NA,30,NA,10,15,25,101,25,70,73,282,41
E00046520,179,NA,20,NA,14,18,26,97,26,64,74,264,52
E00046521,212,NA,16,NA,17,10,31,106,15,72,77,297,51
E00046522,190,NA,27,NA,9,19,21,98,22,68,89,302,51
E00046523,223,NA,32,NA,9,19,27,113,24,66,91,319,46
E00046524,220,NA,11,NA,21,18,23,144,32,93,61,298,30
E00046525,177,NA,23,NA,11,14,18,82,14,53,92,282,49
E00046526,231,NA,24,NA,12,14,29,116,21,85,73,296,35
E00046527,227,NA,21,NA,15,19,32,122,22,74,69,300,47
E00046528,258,NA,7,NA,32,21,17,201,44,147,33,334,21
E00046529,311,NA,13,NA,32,33,30,228,59,161,46,434,28
E00046530,168,NA,13,NA,17,15,18,105,18,74,63,236,37
E00046531,219,NA,28,NA,14,17,26,111,18,61,69,302,44
E00046532,186,NA,25,NA,11,17,18,110,22,69,71,244,53
E00046533,145,NA,10,NA,5,10,12,52,13,69,33,224,20
E00046534,309,NA,20,NA,6,17,24,126,23,151,78,467,52
E00046535,250,NA,41,NA,6,8,10,61,17,95,94,408,74
E00046536,207,NA,10,NA,16,6,4,122,12,141,51,259,29
E00046537,165,NA,12,NA,9,3,3,112,14,112,46,223,28
E00046538,251,NA,11,NA,11,10,18,159,8,162,54,333,33
E00046539,222,NA,7,NA,8,9,11,160,23,161,46,286,34
E00046540,227,NA,11,NA,13,10,17,162,22,150,47,294,21
E00046541,195,NA,8,NA,10,5,5,133,13,127,38,259,29
E00046542,218,NA,13,NA,11,5,7,122,8,138,72,306,54
E00046543,217,NA,4,NA,9,7,12,162,12,157,38,281,18
E00046544,210,NA,18,NA,7,6,8,108,7,123,54,264,37
E00046545,245,NA,12,NA,16,8,9,155,25,172,45,330,33
E00046546,258,NA,6,NA,9,8,6,178,17,173,56,356,24
E00046547,284,NA,11,NA,21,14,23,201,20,172,65,402,31
E00046548,259,NA,14,NA,10,6,10,148,17,167,63,366,31
E00046549,187,NA,13,NA,12,7,9,119,13,118,50,241,26
E00046550,192,NA,4,NA,10,7,8,111,16,106,56,287,27
E00046551,193,NA,19,NA,6,6,17,59,13,86,54,285,35
E00046552,207,NA,20,NA,8,18,14,87,22,69,60,323,35
E00046553,267,NA,8,NA,15,16,16,111,29,137,50,364,25
E00046554,393,NA,33,NA,6,19,22,113,23,137,133,595,72
E00046555,332,NA,29,NA,5,16,26,122,14,166,76,481,55
E00046556,348,NA,44,NA,6,14,16,140,17,194,120,451,58
E00046557,174,NA,13,NA,4,5,10,86,7,118,63,252,33
E00046558,217,NA,26,NA,7,4,5,121,9,142,57,268,34
E00046559,277,NA,51,NA,4,10,15,124,10,153,97,343,79
E00046560,166,NA,15,NA,5,4,6,92,10,109,48,214,33
E00046561,217,NA,0,NA,4,0,0,146,6,182,28,290,21
E00046562,295,NA,8,NA,3,5,10,191,26,235,50,414,27
E00046563,159,NA,37,NA,3,0,4,70,4,93,80,220,55
E00046564,202,NA,9,NA,8,3,7,141,11,159,41,262,19
E00046565,223,NA,7,NA,3,3,0,131,12,188,52,315,16
E00046566,195,NA,10,NA,5,0,10,137,6,163,38,271,24
E00046567,178,NA,0,NA,3,3,0,143,21,160,14,201,6
E00046568,124,NA,37,NA,3,3,4,47,0,62,112,217,42
E00046569,194,NA,3,NA,6,6,8,152,16,161,20,229,17
E00046570,207,NA,24,NA,7,4,5,139,12,155,87,277,59
E00046571,234,NA,8,NA,7,3,5,152,12,170,54,327,19
E00046572,267,NA,11,NA,5,11,10,161,16,202,51,368,26
E00046573,107,NA,10,NA,0,3,4,47,4,66,73,168,34
E00046574,202,NA,4,NA,4,0,6,154,14,174,39,249,19
E00046575,321,NA,5,NA,7,3,8,202,13,232,68,471,31
E00046576,178,NA,15,NA,5,3,8,96,9,102,90,294,56
E00046577,131,NA,17,NA,7,5,4,68,10,79,88,207,31
E00046578,168,NA,0,NA,8,9,3,122,11,129,23,200,14
E00046579,218,NA,11,NA,3,0,6,146,13,173,36,273,14
E00046580,244,NA,12,NA,11,10,9,147,21,152,71,321,36
E00046581,227,NA,11,NA,7,3,3,164,12,192,55,339,28
E00046582,232,NA,8,NA,4,4,4,169,10,197,52,320,19
E00046583,260,NA,8,NA,6,9,7,173,15,197,42,345,22
E00046584,208,NA,6,NA,4,11,6,137,12,134,51,270,16
E00046585,268,NA,28,NA,7,3,7,175,17,214,57,341,17
E00046586,252,NA,7,NA,10,7,4,147,15,182,105,376,53
E00046587,233,NA,10,NA,8,6,3,145,12,186,37,311,15
E00046588,186,NA,7,NA,8,7,8,108,14,108,61,285,43
E00046589,238,NA,8,NA,11,7,7,182,15,193,36,305,15
E00046590,222,NA,10,NA,12,11,4,133,19,147,34,286,22
E00046591,221,NA,15,NA,9,4,8,136,8,168,60,285,32
E00046592,216,NA,14,NA,4,4,8,137,12,155,69,296,37
E00046593,176,NA,20,NA,5,8,8,74,8,76,92,266,45
E00046594,235,NA,8,NA,18,12,14,150,19,137,46,329,23
E00046595,190,NA,7,NA,14,7,14,113,21,108,39,259,19
E00046596,250,NA,13,NA,9,10,12,167,15,173,47,322,28
E00046597,226,NA,12,NA,4,4,4,145,11,166,45,300,12
E00046598,226,NA,14,NA,11,3,3,135,11,170,52,314,29
E00046599,212,NA,10,NA,6,6,11,127,17,135,53,289,27
E00046600,164,NA,19,NA,7,5,10,101,8,101,47,219,18
E00046601,182,NA,5,NA,6,7,6,132,14,132,30,235,11
E00046602,212,NA,10,NA,5,11,9,116,18,129,58,306,36
E00046603,160,NA,8,NA,7,6,10,101,9,104,46,225,13
E00046604,230,NA,12,NA,10,10,6,161,11,159,35,300,17
E00046605,218,NA,8,NA,19,7,10,120,17,110,62,318,34
E00046606,196,NA,9,NA,15,4,9,135,17,135,34,270,20
E00046607,217,NA,18,NA,8,19,26,99,17,67,75,321,46
E00046608,253,NA,32,NA,10,14,22,88,13,91,72,337,43
E00046609,242,NA,19,NA,8,14,31,101,13,76,70,412,41
E00046610,187,NA,12,NA,8,7,15,51,13,62,68,305,40
E00046611,277,NA,27,NA,5,11,23,86,17,97,85,450,53
E00046612,213,NA,9,NA,16,15,12,114,22,116,39,327,29
E00046613,149,NA,8,NA,6,12,17,74,11,67,36,262,18
E00046614,300,NA,19,NA,11,20,18,139,28,136,67,499,49
E00046615,236,NA,15,NA,12,16,29,116,22,87,67,382,41
E00046616,273,NA,25,NA,15,10,23,124,20,117,72,406,49
E00046617,252,NA,31,NA,13,18,19,109,28,78,96,355,59
E00046618,243,NA,14,NA,4,14,19,77,10,78,78,420,39
E00046619,270,NA,21,NA,7,24,14,84,16,78,69,437,44
E00046620,312,NA,18,NA,5,25,17,89,24,93,80,536,52
E00046621,187,NA,16,NA,6,18,14,61,19,51,71,319,45
E00046622,197,NA,22,NA,8,3,15,54,8,63,85,271,46
E00046623,2700,NA,21,NA,22,10,145,527,22,2606,111,2737,68
E00046624,251,NA,15,NA,6,19,11,71,13,76,74,378,30
E00046625,226,NA,15,NA,8,9,15,50,16,64,61,352,34
E00046626,239,NA,19,NA,4,18,14,68,20,80,88,432,46
E00046627,198,NA,22,NA,4,10,20,68,7,70,57,289,37
E00046628,202,NA,28,NA,7,10,19,69,13,79,52,246,34
E00046629,265,NA,11,NA,16,22,18,83,26,74,57,447,41
E00046630,186,NA,14,NA,4,11,16,59,13,65,90,295,55
E00046631,237,NA,21,NA,5,19,10,69,19,57,83,344,44
E00046632,333,NA,19,NA,11,20,20,92,20,97,89,535,43
E00046633,180,NA,8,NA,9,15,30,76,12,53,51,306,30
E00046634,267,NA,29,NA,11,14,30,95,18,81,80,403,47
E00046635,235,NA,18,NA,7,19,12,73,16,69,66,394,37
E00046636,207,NA,21,NA,6,18,23,82,16,59,90,319,48
E00046637,200,NA,14,NA,10,12,16,65,16,69,48,318,39
E00046638,156,NA,25,NA,8,10,15,53,11,42,63,222,48
E00046639,207,NA,16,NA,3,16,6,57,11,72,56,354,36
E00046640,189,NA,22,NA,5,16,9,49,14,52,33,301,30
E00046641,181,NA,11,NA,6,16,10,68,13,74,46,275,21
E00046642,230,NA,21,NA,6,18,11,58,14,85,67,387,37
E00046643,238,NA,17,NA,10,26,15,95,33,81,59,399,42
E00046644,218,NA,15,NA,10,21,10,95,13,97,62,376,36
E00046645,158,NA,12,NA,10,12,7,66,13,44,59,269,35
E00046646,195,NA,20,NA,12,12,15,76,20,47,70,355,40
E00046647,203,NA,17,NA,8,12,11,70,11,61,64,332,32
E00046648,238,NA,8,NA,7,14,21,107,14,103,48,415,25
E00046649,261,NA,21,NA,19,23,27,119,25,89,78,421,40
E00046650,241,NA,26,NA,9,19,16,77,26,81,85,377,59
E00046651,221,NA,15,NA,11,26,23,107,31,82,45,334,32
E00046652,226,NA,17,NA,7,16,27,92,12,61,83,388,45
E00046653,260,NA,12,NA,11,10,14,171,27,155,41,331,27
E00046654,256,NA,27,NA,9,14,32,106,16,107,69,370,54
E00046655,258,NA,28,NA,12,22,12,87,21,77,55,418,49
E00046656,273,NA,11,NA,14,11,9,199,23,188,33,339,21
E00046657,217,NA,8,NA,18,15,15,119,19,94,49,383,33
E00046658,338,NA,13,NA,22,23,19,219,45,190,56,548,37
E00046659,137,NA,26,NA,0,3,14,50,6,50,47,201,30
E00046660,221,NA,27,NA,11,13,21,82,23,67,81,315,44
E00046661,280,NA,30,NA,13,15,21,100,19,86,93,419,49
E00046662,213,NA,22,NA,12,11,18,86,14,80,55,343,36
E00046663,253,NA,24,NA,6,14,23,90,17,88,103,413,56
E00046664,195,NA,31,NA,3,11,14,60,12,69,70,284,53
E00046665,202,NA,28,NA,9,13,17,81,15,66,76,292,54
E00046666,181,NA,18,NA,8,15,16,70,20,56,85,272,53
E00046667,183,NA,20,NA,11,16,18,84,18,54,88,275,51
E00046668,175,NA,31,NA,6,11,15,63,13,66,72,221,49
E00046669,260,NA,24,NA,21,27,16,114,25,65,105,350,54
E00046670,205,NA,23,NA,7,8,17,67,11,69,80,292,44
E00046671,176,NA,27,NA,5,10,14,49,10,52,83,249,50
E00046672,219,NA,25,NA,4,8,15,76,10,83,83,336,41
E00046673,198,NA,23,NA,3,13,10,44,12,70,57,317,35
E00046674,160,NA,11,NA,0,23,11,61,18,41,50,271,24
E00046675,213,NA,16,NA,3,22,8,64,21,61,56,328,33
E00046676,292,NA,21,NA,7,19,24,95,23,92,80,464,47
E00046677,181,NA,15,NA,3,24,6,56,18,50,58,320,34
E00046678,233,NA,8,NA,19,18,22,149,31,93,41,296,24
E00046679,226,NA,8,NA,24,12,13,151,30,110,44,327,17
E00046680,200,NA,17,NA,18,16,16,130,26,89,54,287,31
E00046681,217,NA,7,NA,17,16,12,175,31,127,28,286,14
E00046682,176,NA,14,NA,6,5,15,64,10,54,56,267,43
E00046683,179,NA,19,NA,12,12,20,103,25,75,56,249,36
E00046684,226,NA,5,NA,24,22,17,162,30,114,41,304,16
E00046685,182,NA,10,NA,17,9,14,126,22,89,46,258,21
E00046686,211,NA,5,NA,17,19,8,178,38,128,30,290,9
E00046687,175,NA,18,NA,8,12,18,75,13,46,81,272,49
E00046688,187,NA,12,NA,13,18,10,111,28,74,60,274,32
E00046689,210,NA,7,NA,24,14,13,136,22,111,58,270,25
E00046690,198,NA,4,NA,13,7,14,131,20,107,45,255,16
E00046691,167,NA,14,NA,7,11,21,105,18,77,30,234,19
E00046692,207,NA,16,NA,16,16,26,130,27,84,57,282,30
E00046693,198,NA,17,NA,14,9,8,114,19,98,56,239,26
E00046694,163,NA,14,NA,17,14,15,77,16,49,72,289,49
E00046695,205,NA,5,NA,25,12,10,149,31,94,45,269,25
E00046696,180,NA,10,NA,12,11,18,101,18,72,62,262,25
E00046697,222,NA,18,NA,23,17,24,139,25,86,65,316,41
E00046698,201,NA,15,NA,16,17,21,111,29,86,73,316,34
E00046699,159,NA,23,NA,11,10,15,76,17,58,78,251,52
E00046700,198,NA,15,NA,19,9,24,115,15,71,62,274,35
E00046701,100,NA,21,NA,6,6,7,36,7,24,62,132,47
E00046702,253,NA,15,NA,29,20,19,172,43,119,65,343,39
E00046703,196,NA,13,NA,13,10,11,97,24,83,84,272,44
E00046704,147,NA,18,NA,9,10,14,67,10,53,56,214,33
E00046705,165,NA,13,NA,12,9,12,97,15,72,65,233,29
E00046706,250,NA,22,NA,22,16,17,149,35,109,68,308,37
E00046707,176,NA,17,NA,8,11,12,73,15,47,85,247,47
E00046708,207,NA,13,NA,12,17,21,127,18,81,56,276,38
E00046709,218,NA,7,NA,21,13,21,148,26,86,48,299,21
E00046710,193,NA,21,NA,12,18,20,103,21,66,73,286,47
E00046711,175,NA,22,NA,10,13,14,91,14,56,84,261,49
E00046712,185,NA,20,NA,15,15,20,116,24,73,72,246,45
E00046713,147,NA,14,NA,11,5,15,65,11,55,36,184,26
E00046714,135,NA,20,NA,8,7,14,61,11,41,87,225,48
E00046715,182,NA,22,NA,11,12,19,95,14,85,73,249,42
E00046716,175,NA,19,NA,13,10,20,93,18,59,64,280,39
E00046717,184,NA,17,NA,16,16,17,111,21,73,60,269,45
E00046718,143,NA,16,NA,10,6,15,62,10,55,66,236,33
E00046719,239,NA,7,NA,20,25,22,182,35,113,39,352,30
E00046720,219,NA,12,NA,29,27,21,164,40,95,55,304,26
E00046721,244,NA,15,NA,25,20,21,150,40,95,69,340,33
E00046722,257,NA,7,NA,24,25,17,174,37,129,65,359,19
E00046723,202,NA,13,NA,17,29,22,139,31,89,59,293,23
E00046724,274,NA,10,NA,32,28,22,183,52,110,47,338,31
E00046725,208,NA,16,NA,12,15,11,95,24,65,63,333,43
E00046726,244,NA,11,NA,20,16,11,149,24,118,38,325,20
E00046727,205,NA,3,NA,9,7,8,148,20,144,31,286,14
E00046728,167,NA,7,NA,14,7,11,106,23,81,50,243,25
E00046729,178,NA,6,NA,8,0,6,122,23,131,48,252,21
E00046730,225,NA,10,NA,9,7,5,137,20,151,48,321,20
E00046731,203,NA,3,NA,7,3,6,138,17,146,63,307,18
E00046732,162,NA,13,NA,9,7,13,76,15,65,80,243,33
E00046733,170,NA,15,NA,11,14,21,89,12,60,59,266,37
E00046734,180,NA,10,NA,17,9,16,129,19,103,57,244,35
E00046735,231,NA,6,NA,11,5,13,176,14,157,37,317,9
E00046736,234,NA,5,NA,27,18,23,177,30,117,54,323,32
E00046737,190,NA,3,NA,17,12,17,143,27,106,48,278,24
E00046738,238,NA,9,NA,23,7,11,169,18,144,54,337,25
E00046739,253,NA,14,NA,15,17,33,160,30,114,58,335,30
E00046740,194,NA,8,NA,24,13,18,117,14,82,52,282,25
E00046741,157,NA,5,NA,9,10,13,98,11,66,58,207,22
E00046742,264,NA,7,NA,21,15,11,177,33,143,44,344,21
E00046743,251,NA,10,NA,18,16,7,146,29,122,62,340,23
E00046744,255,NA,5,NA,17,11,15,188,27,162,35,339,20
E00046745,249,NA,4,NA,21,19,20,179,38,141,51,341,21
E00046746,226,NA,6,NA,17,16,18,155,29,113,39,327,27
E00046747,147,NA,7,NA,9,13,14,104,13,79,61,221,36
E00046748,249,NA,11,NA,19,15,16,166,33,119,52,338,36
E00046749,247,NA,15,NA,21,3,12,168,17,113,59,331,29
E00046750,262,NA,10,NA,27,11,13,207,41,152,42,319,21
E00046751,250,NA,8,NA,35,21,19,188,40,124,45,368,17
E00046752,205,NA,10,NA,23,22,7,145,20,111,32,266,18
E00046753,223,NA,12,NA,13,14,17,143,22,126,59,315,29
E00046754,196,NA,8,NA,15,13,21,123,12,92,57,307,23
E00046755,207,NA,7,NA,23,7,15,147,21,123,44,266,28
E00046756,162,NA,3,NA,15,8,11,114,15,91,47,219,17
E00046757,239,NA,10,NA,27,19,23,156,26,92,55,313,24
E00046758,226,NA,5,NA,22,13,21,159,28,112,39,276,21
