
"KS402EW - Tenure"
"ONS Crown Copyright Reserved [from Nomis on 18 April 2025]"
"Population :","All households"
"Units      :","Households"
"Date       :","2011"
"Rural Urban:","Total"

"2011 output area","mnemonic","All households","Owned","Shared ownership (part owned and part rented)","Social rented","Private rented","Living rent free"
"E00046949","E00046949",115,79,1,25,7,3
"E00046950","E00046950",148,58,0,74,10,6
"E00046951","E00046951",123,84,1,7,30,1
"E00046952","E00046952",120,32,10,68,10,0
"E00046953","E00046953",128,62,0,45,18,3
"E00046954","E00046954",119,72,0,23,24,0
"E00046955","E00046955",123,88,0,18,17,0
"E00046956","E00046956",130,53,0,58,19,0
"E00046957","E00046957",125,63,0,52,8,2
"E00046958","E00046958",118,75,0,30,12,1
"E00046959","E00046959",98,29,0,58,7,4
"E00046960","E00046960",113,41,0,62,6,4
"E00046961","E00046961",142,118,3,8,13,0
"E00046962","E00046962",94,37,0,52,4,1
"E00046963","E00046963",126,52,0,61,10,3
"E00046964","E00046964",131,59,0,64,3,5
"E00046965","E00046965",139,50,0,72,11,6
"E00046966","E00046966",133,52,0,60,18,3
"E00046967","E00046967",147,134,0,1,10,2
"E00046968","E00046968",129,95,0,1,32,1
"E00046969","E00046969",120,114,0,0,4,2
"E00046970","E00046970",120,92,0,2,24,2
"E00046971","E00046971",133,118,0,0,14,1
"E00046973","E00046973",107,48,1,40,17,1
"E00046974","E00046974",90,10,1,71,8,0
"E00046975","E00046975",153,65,0,37,44,7
"E00046976","E00046976",105,19,0,68,15,3
"E00046977","E00046977",140,84,0,20,30,6
"E00046978","E00046978",107,96,1,1,8,1
"E00046979","E00046979",139,128,0,0,10,1
"E00046980","E00046980",146,83,2,35,21,5
"E00046981","E00046981",127,58,3,52,11,3
"E00046982","E00046982",113,38,0,41,32,2
"E00046983","E00046983",157,9,0,76,72,0
"E00046984","E00046984",117,62,0,30,24,1
"E00046985","E00046985",108,48,1,32,26,1
"E00046986","E00046986",124,75,1,29,16,3
"E00046987","E00046987",92,79,0,1,10,2
"E00046988","E00046988",116,101,1,1,13,0
"E00046989","E00046989",101,82,0,0,15,4
"E00046990","E00046990",121,94,0,0,24,3
"E00046991","E00046991",112,99,1,1,9,2
"E00046993","E00046993",109,93,0,1,15,0
"E00046994","E00046994",108,94,0,2,10,2
"E00046995","E00046995",99,92,0,0,7,0
"E00046996","E00046996",129,117,1,1,9,1
"E00046997","E00046997",76,24,0,39,12,1
"E00046998","E00046998",127,112,0,1,14,0
"E00046999","E00046999",127,110,0,1,14,2
"E00047000","E00047000",129,119,0,2,8,0
"E00047001","E00047001",121,83,0,17,17,4
"E00047002","E00047002",157,128,1,1,25,2
"E00047003","E00047003",135,108,0,3,24,0
"E00047004","E00047004",121,107,1,0,11,2
"E00047005","E00047005",118,2,0,49,66,1
"E00047006","E00047006",100,49,1,35,13,2
"E00047007","E00047007",117,108,0,1,7,1
"E00047009","E00047009",123,115,0,0,6,2
"E00047010","E00047010",101,70,0,7,24,0
"E00047011","E00047011",132,3,0,26,102,1
"E00047012","E00047012",111,55,3,17,33,3
"E00047013","E00047013",122,106,0,1,13,2
"E00047014","E00047014",126,63,1,21,37,4
"E00047015","E00047015",132,77,1,16,38,0
"E00047016","E00047016",90,84,0,1,5,0
"E00047017","E00047017",143,1,0,23,119,0
"E00047019","E00047019",162,54,0,79,27,2
"E00047020","E00047020",119,61,0,20,38,0
"E00047021","E00047021",119,68,1,4,43,3
"E00047022","E00047022",136,72,0,13,49,2
"E00047024","E00047024",97,42,6,38,9,2
"E00047025","E00047025",158,112,1,12,31,2
"E00047026","E00047026",153,52,0,51,50,0
"E00047027","E00047027",134,113,0,1,19,1
"E00047028","E00047028",130,86,0,4,40,0
"E00047030","E00047030",83,59,0,4,18,2
"E00047031","E00047031",112,100,0,3,7,2
"E00047032","E00047032",148,73,2,19,54,0
"E00047033","E00047033",148,68,1,28,50,1
"E00047034","E00047034",107,51,0,10,42,4
"E00047035","E00047035",146,112,0,8,23,3
"E00047036","E00047036",127,58,0,23,44,2
"E00047037","E00047037",117,97,0,6,11,3
"E00047038","E00047038",96,42,4,28,19,3
"E00047039","E00047039",137,60,2,27,42,6
"E00047040","E00047040",103,78,0,11,11,3
"E00047041","E00047041",132,61,0,53,18,0
"E00047042","E00047042",99,49,1,16,32,1
"E00047043","E00047043",164,109,0,32,21,2
"E00047044","E00047044",102,59,0,17,26,0
"E00047045","E00047045",111,53,0,20,34,4
"E00047047","E00047047",113,57,0,25,29,2
"E00047048","E00047048",132,83,0,25,22,2
"E00047049","E00047049",99,69,0,8,19,3
"E00047050","E00047050",125,81,1,24,18,1
"E00047051","E00047051",154,68,0,53,25,8
"E00047052","E00047052",120,91,0,8,21,0
"E00047053","E00047053",159,93,1,29,32,4
"E00047054","E00047054",128,44,0,59,23,2
"E00047055","E00047055",127,47,1,41,32,6
"E00047056","E00047056",125,63,2,8,50,2
"E00047057","E00047057",133,13,0,18,99,3
"E00047058","E00047058",105,19,0,5,81,0
"E00047059","E00047059",119,51,0,40,24,4
"E00047060","E00047060",89,6,0,5,78,0
"E00047061","E00047061",106,84,9,0,11,2
"E00047062","E00047062",134,97,1,1,34,1
"E00047063","E00047063",111,20,2,2,87,0
"E00047064","E00047064",123,60,0,10,51,2
"E00047065","E00047065",106,43,0,4,57,2
"E00047066","E00047066",117,75,0,2,38,2
"E00047067","E00047067",105,8,0,4,93,0
"E00047068","E00047068",125,31,1,18,71,4
"E00047069","E00047069",117,75,0,3,37,2
"E00047070","E00047070",140,120,0,1,18,1
"E00047071","E00047071",128,79,0,3,46,0
"E00047072","E00047072",123,91,0,1,30,1
"E00047073","E00047073",128,79,0,3,43,3
"E00047074","E00047074",99,12,1,3,83,0
"E00047075","E00047075",193,88,3,46,51,5
"E00047076","E00047076",126,19,3,12,91,1
"E00047077","E00047077",119,25,0,32,60,2
"E00047078","E00047078",122,57,0,9,49,7
"E00047079","E00047079",108,39,0,15,51,3
"E00047080","E00047080",88,51,1,4,31,1
"E00047081","E00047081",125,88,1,2,32,2
"E00047082","E00047082",145,73,1,27,44,0
"E00047083","E00047083",129,61,0,56,10,2
"E00047084","E00047084",80,48,1,22,7,2
"E00047085","E00047085",140,54,0,45,39,2
"E00047086","E00047086",134,92,0,2,38,2
"E00047087","E00047087",152,86,1,21,42,2
"E00047088","E00047088",147,43,0,59,43,2
"E00047089","E00047089",141,23,0,94,22,2
"E00047090","E00047090",157,71,3,4,77,2
"E00047091","E00047091",140,68,0,4,67,1
"E00047092","E00047092",110,85,0,3,22,0
"E00047093","E00047093",116,61,0,1,54,0
"E00047094","E00047094",135,102,0,9,22,2
"E00047095","E00047095",138,40,0,76,19,3
"E00047096","E00047096",129,109,0,14,6,0
"E00047097","E00047097",153,68,1,52,31,1
"E00047098","E00047098",127,54,0,64,8,1
"E00047099","E00047099",106,77,1,1,27,0
"E00047100","E00047100",141,70,0,46,20,5
"E00047101","E00047101",124,97,0,3,23,1
"E00047102","E00047102",134,106,0,13,13,2
"E00047103","E00047103",178,75,0,84,12,7
"E00047104","E00047104",112,90,0,1,19,2
"E00047105","E00047105",90,57,0,10,21,2
"E00047107","E00047107",126,88,0,2,34,2
"E00047109","E00047109",107,8,0,8,90,1
"E00047110","E00047110",122,72,0,6,41,3
"E00047111","E00047111",124,6,3,13,101,1
"E00047112","E00047112",108,73,0,1,34,0
"E00047113","E00047113",109,100,0,2,7,0
"E00047114","E00047114",105,7,0,4,94,0
"E00047116","E00047116",98,5,0,15,75,3
"E00047117","E00047117",134,21,0,10,102,1
"E00047118","E00047118",116,52,0,48,14,2
"E00047119","E00047119",117,93,0,2,22,0
"E00047120","E00047120",122,69,0,34,17,2
"E00047121","E00047121",98,45,2,4,45,2
"E00047122","E00047122",153,18,2,26,102,5
"E00047123","E00047123",129,77,1,29,19,3
"E00047124","E00047124",101,12,2,6,81,0
"E00047125","E00047125",75,1,0,13,60,1
"E00047126","E00047126",130,89,1,2,38,0
"E00047127","E00047127",147,105,1,1,35,5
"E00047128","E00047128",133,78,0,47,6,2
"E00047129","E00047129",116,60,0,2,51,3
"E00047130","E00047130",130,67,1,47,13,2
"E00047131","E00047131",141,16,0,10,114,1
"E00047134","E00047134",116,84,0,3,28,1
"E00047135","E00047135",146,33,1,12,99,1
"E00047136","E00047136",182,69,0,97,10,6
"E00047137","E00047137",120,56,0,46,17,1
"E00047138","E00047138",123,93,1,20,8,1
"E00047139","E00047139",114,76,1,23,12,2
"E00047140","E00047140",155,67,0,29,58,1
"E00047141","E00047141",144,80,3,32,27,2
"E00047142","E00047142",112,45,1,48,18,0
"E00047143","E00047143",123,109,0,5,7,2
"E00047144","E00047144",126,41,1,77,6,1
"E00047145","E00047145",163,91,9,50,9,4
"E00047146","E00047146",116,42,1,58,12,3
"E00047147","E00047147",109,49,0,43,15,2
"E00047148","E00047148",113,51,0,49,10,3
"E00047149","E00047149",116,40,0,39,33,4
"E00047150","E00047150",126,65,0,46,10,5
"E00047151","E00047151",117,50,0,51,15,1
"E00047152","E00047152",141,93,0,25,20,3
"E00047153","E00047153",117,35,0,69,7,6
"E00047154","E00047154",115,63,1,38,10,3
"E00047155","E00047155",108,50,20,31,7,0
"E00047156","E00047156",117,47,0,52,14,4
"E00047157","E00047157",115,45,0,50,17,3
"E00047158","E00047158",114,35,2,65,11,1
"E00047159","E00047159",121,56,1,51,8,5
"E00047160","E00047160",148,63,1,62,21,1
"E00047161","E00047161",120,59,0,43,15,3
"E00047162","E00047162",122,58,0,55,6,3
"E00047163","E00047163",120,39,2,73,5,1
"E00047164","E00047164",135,86,0,26,22,1
"E00047165","E00047165",133,54,0,60,17,2
"E00047166","E00047166",122,75,1,6,39,1
"E00047167","E00047167",118,29,0,74,8,7
"E00047168","E00047168",133,52,0,69,8,4
"E00047169","E00047169",147,17,0,123,4,3
"E00047170","E00047170",125,90,0,12,16,7
"E00047171","E00047171",122,70,0,47,5,0
"E00047172","E00047172",125,100,1,14,9,1
"E00047173","E00047173",118,59,1,45,9,4
"E00047174","E00047174",122,106,0,3,13,0
"E00047175","E00047175",105,62,0,34,8,1
"E00047176","E00047176",140,93,0,31,16,0
"E00047177","E00047177",126,78,0,34,9,5
"E00047178","E00047178",128,44,0,64,16,4
"E00047179","E00047179",121,4,0,109,0,8
"E00047180","E00047180",135,74,0,47,12,2
"E00047181","E00047181",139,82,5,39,11,2
"E00047182","E00047182",132,94,0,28,5,5
"E00047183","E00047183",141,88,1,35,11,6
"E00047184","E00047184",133,44,1,79,8,1
"E00047185","E00047185",144,94,15,24,8,3
"E00047186","E00047186",121,61,0,38,16,6
"E00047187","E00047187",138,77,0,55,4,2
"E00047188","E00047188",117,58,0,47,7,5
"E00047189","E00047189",147,59,2,75,5,6
"E00047190","E00047190",126,62,0,53,6,5
"E00047191","E00047191",134,26,12,87,5,4
"E00047192","E00047192",131,53,1,64,11,2
"E00047193","E00047193",141,52,4,64,15,6
"E00047194","E00047194",220,100,16,72,30,2
"E00047195","E00047195",134,25,11,88,8,2
"E00047196","E00047196",64,12,6,44,1,1
"E00047198","E00047198",127,48,0,66,9,4
"E00047199","E00047199",147,91,0,42,10,4
"E00047200","E00047200",107,39,15,43,9,1
"E00047201","E00047201",126,71,0,44,8,3
"E00047202","E00047202",120,66,0,41,10,3
"E00047203","E00047203",142,40,3,79,14,6
"E00047204","E00047204",107,33,8,54,9,3
"E00047205","E00047205",125,74,0,38,12,1
"E00047206","E00047206",137,42,1,76,14,4
"E00047208","E00047208",141,88,1,33,15,4
"E00047209","E00047209",119,60,2,41,10,6
"E00047210","E00047210",130,33,1,81,7,8
"E00047211","E00047211",146,99,0,36,10,1
"E00047212","E00047212",128,50,0,58,15,5
"E00047213","E00047213",168,46,1,93,21,7
"E00047214","E00047214",126,95,0,24,5,2
"E00047215","E00047215",129,97,0,19,7,6
"E00047216","E00047216",152,56,0,81,10,5
"E00047217","E00047217",120,68,0,32,18,2
"E00047218","E00047218",127,58,0,50,19,0
"E00047219","E00047219",125,67,1,48,8,1
"E00047220","E00047220",102,92,0,1,9,0
"E00047221","E00047221",119,86,0,6,26,1
"E00047222","E00047222",129,107,0,4,18,0
"E00047223","E00047223",125,111,0,0,14,0
"E00047224","E00047224",124,110,0,3,10,1
"E00047225","E00047225",142,117,0,2,20,3
"E00047226","E00047226",149,106,0,8,33,2
"E00047227","E00047227",141,82,0,46,12,1
"E00047228","E00047228",138,122,0,2,14,0
"E00047229","E00047229",140,127,0,2,10,1
"E00047230","E00047230",129,24,0,91,11,3
"E00047231","E00047231",136,124,0,0,10,2
"E00047232","E00047232",133,123,0,1,9,0
"E00047233","E00047233",131,120,1,2,7,1
"E00047234","E00047234",129,45,0,35,47,2
"E00047235","E00047235",102,91,0,1,8,2
"E00047236","E00047236",120,108,0,2,10,0
"E00047237","E00047237",125,117,0,1,6,1
"E00047238","E00047238",125,95,0,4,25,1
"E00047239","E00047239",118,98,1,1,18,0
"E00047240","E00047240",130,106,1,0,23,0
"E00047241","E00047241",115,93,0,1,21,0
"E00047242","E00047242",122,71,0,2,39,10
"E00047243","E00047243",114,92,0,2,15,5
"E00047244","E00047244",125,19,0,88,13,5
"E00047245","E00047245",135,53,0,68,11,3
"E00047246","E00047246",111,55,0,47,5,4
"E00047247","E00047247",118,51,0,51,14,2
"E00047248","E00047248",114,80,1,27,5,1
"E00047249","E00047249",138,30,14,83,8,3
"E00047250","E00047250",131,51,1,62,12,5
"E00047251","E00047251",125,101,0,9,14,1
"E00047252","E00047252",139,44,0,84,4,7
"E00047253","E00047253",96,53,0,33,7,3
"E00047254","E00047254",116,102,0,3,10,1
"E00047255","E00047255",130,34,4,78,11,3
"E00047256","E00047256",100,58,0,35,6,1
"E00047257","E00047257",135,41,1,75,16,2
"E00047258","E00047258",131,118,0,2,8,3
"E00047259","E00047259",105,96,0,5,4,0
"E00047260","E00047260",121,101,1,1,17,1
"E00047261","E00047261",116,47,1,56,7,5
"E00047262","E00047262",132,43,0,73,10,6
"E00047263","E00047263",129,103,1,2,23,0
"E00047264","E00047264",132,113,0,4,14,1
"E00047265","E00047265",133,125,1,0,7,0
"E00047266","E00047266",112,70,0,35,5,2
"E00047267","E00047267",115,78,0,5,31,1
"E00047268","E00047268",145,73,0,50,12,10
"E00047269","E00047269",113,99,0,5,8,1
"E00047270","E00047270",127,68,0,42,9,8
"E00047271","E00047271",120,105,0,3,12,0
"E00047272","E00047272",131,77,0,45,9,0
"E00047273","E00047273",130,110,1,3,14,2
"E00047274","E00047274",121,111,0,2,8,0
"E00047275","E00047275",124,110,0,2,12,0
"E00047276","E00047276",134,28,0,88,13,5
"E00047277","E00047277",125,110,0,3,12,0
"E00047278","E00047278",133,85,0,30,17,1
"E00047279","E00047279",132,91,0,27,10,4
"E00047280","E00047280",143,53,0,77,8,5
"E00047281","E00047281",123,62,0,48,13,0
"E00047282","E00047282",144,83,0,48,13,0
"E00047283","E00047283",111,104,0,0,7,0
"E00047284","E00047284",129,77,1,35,13,3
"E00047285","E00047285",140,102,9,7,20,2
"E00047286","E00047286",127,83,0,32,10,2
"E00047287","E00047287",141,83,0,44,13,1
"E00047288","E00047288",140,121,0,3,15,1
"E00047289","E00047289",125,46,1,39,37,2
"E00047290","E00047290",129,54,6,44,24,1
"E00047291","E00047291",120,91,1,2,24,2
"E00047292","E00047292",107,78,0,2,23,4
"E00047293","E00047293",85,55,0,1,26,3
"E00047294","E00047294",102,80,0,6,15,1
"E00047295","E00047295",97,47,2,26,21,1
"E00047296","E00047296",118,87,0,1,29,1
"E00047297","E00047297",140,96,0,4,34,6
"E00047298","E00047298",145,81,0,29,29,6
"E00047299","E00047299",72,57,0,0,9,6
"E00047300","E00047300",149,65,0,63,19,2
"E00047301","E00047301",130,78,0,18,31,3
"E00047302","E00047302",153,71,1,23,55,3
"E00047303","E00047303",83,65,1,4,12,1
"E00047304","E00047304",109,82,0,2,22,3
"E00047305","E00047305",118,75,1,11,28,3
"E00047306","E00047306",140,75,0,43,19,3
"E00047307","E00047307",119,84,0,3,28,4
"E00047308","E00047308",123,89,0,2,29,3
"E00047309","E00047309",130,37,0,62,27,4
"E00047310","E00047310",114,73,1,19,19,2
"E00047311","E00047311",125,36,1,33,51,4
"E00047312","E00047312",161,72,0,49,35,5
"E00047313","E00047313",123,84,0,9,29,1
"E00047314","E00047314",136,67,0,43,20,6
"E00047315","E00047315",119,79,1,18,17,4
"E00047316","E00047316",112,70,0,9,29,4
"E00047317","E00047317",114,45,0,24,43,2
"E00047318","E00047318",135,74,1,12,44,4
"E00047319","E00047319",141,78,0,39,19,5
"E00047320","E00047320",112,52,0,47,11,2
"E00047321","E00047321",93,45,0,15,30,3
"E00047322","E00047322",98,71,0,0,26,1
"E00047323","E00047323",116,77,0,8,30,1
"E00047324","E00047324",91,38,1,11,37,4
"E00047325","E00047325",112,53,3,18,35,3
"E00047326","E00047326",154,69,0,41,42,2
"E00047327","E00047327",107,36,2,45,21,3
"E00047328","E00047328",138,69,7,22,35,5
"E00047329","E00047329",114,70,0,17,24,3
"E00047330","E00047330",159,83,0,12,63,1
"E00047331","E00047331",205,112,7,15,69,2
"E00047332","E00047332",143,82,1,8,52,0
"E00047333","E00047333",166,118,2,3,40,3
"E00047334","E00047334",162,20,0,121,17,4
"E00047335","E00047335",92,44,0,25,20,3
"E00047336","E00047336",135,89,0,12,33,1
"E00047337","E00047337",128,64,0,36,26,2
"E00047338","E00047338",134,91,0,7,31,5
"E00047339","E00047339",119,76,0,12,27,4
"E00047340","E00047340",133,60,0,33,38,2
"E00047341","E00047341",117,62,0,17,36,2
"E00047342","E00047342",116,65,1,10,35,5
"E00047343","E00047343",102,55,0,17,27,3
"E00047344","E00047344",124,54,1,21,47,1
"E00047345","E00047345",124,35,4,66,15,4
"E00047346","E00047346",145,47,6,72,14,6
"E00047347","E00047347",140,40,7,65,24,4
"E00047348","E00047348",147,71,6,26,42,2
"E00047349","E00047349",150,60,1,63,18,8
"E00047350","E00047350",118,55,1,28,32,2
"E00047351","E00047351",99,60,0,5,28,6
"E00047353","E00047353",119,53,0,24,40,2
"E00047354","E00047354",91,43,0,23,23,2
"E00047355","E00047355",125,14,0,88,22,1
"E00047356","E00047356",112,61,0,25,25,1
"E00047357","E00047357",140,16,2,106,16,0
"E00047358","E00047358",100,65,0,7,27,1
"E00047359","E00047359",130,79,1,20,30,0
"E00047360","E00047360",103,71,1,6,24,1
"E00047361","E00047361",125,80,0,10,29,6
"E00047362","E00047362",109,70,0,13,26,0
"E00047363","E00047363",108,69,0,7,30,2
"E00047364","E00047364",93,44,0,15,33,1
"E00047365","E00047365",110,60,1,9,39,1
"E00047366","E00047366",113,60,1,34,17,1
"E00047367","E00047367",105,78,0,11,14,2
"E00047368","E00047368",92,68,0,8,10,6
"E00047369","E00047369",100,57,0,14,27,2
"E00047370","E00047370",131,85,0,13,33,0
"E00047371","E00047371",99,73,1,3,16,6
"E00047372","E00047372",122,49,4,40,29,0
"E00047373","E00047373",84,22,0,57,0,5
"E00047374","E00047374",133,37,0,38,52,6
"E00047375","E00047375",118,42,0,44,28,4
"E00047376","E00047376",126,65,0,38,21,2
"E00047377","E00047377",116,61,1,16,36,2
"E00047378","E00047378",117,53,0,33,25,6
"E00047379","E00047379",180,54,3,63,56,4
"E00047380","E00047380",205,67,0,89,46,3
"E00047381","E00047381",179,58,0,87,24,10
"E00047382","E00047382",157,88,0,25,44,0
"E00047383","E00047383",174,43,2,74,44,11
"E00047384","E00047384",156,64,0,38,50,4
"E00047385","E00047385",144,36,0,43,56,9
"E00047387","E00047387",182,53,1,72,40,16
"E00047388","E00047388",147,34,1,61,45,6
"E00047389","E00047389",211,98,0,29,81,3
"E00047390","E00047390",164,20,0,124,16,4
"E00047391","E00047391",219,43,1,148,15,12
"E00047392","E00047392",138,66,1,31,38,2
"E00047393","E00047393",138,41,4,75,15,3
"E00047394","E00047394",132,84,0,10,37,1
"E00047396","E00047396",152,42,1,88,15,6
"E00047397","E00047397",143,32,0,91,19,1
"E00047398","E00047398",123,59,0,26,38,0
"E00047399","E00047399",136,47,5,43,37,4
"E00047400","E00047400",141,62,0,39,33,7
"E00047401","E00047401",144,64,0,60,14,6
"E00047402","E00047402",192,77,0,62,48,5
"E00047403","E00047403",135,71,0,50,10,4
"E00047404","E00047404",109,60,0,28,15,6
"E00047405","E00047405",171,60,3,44,60,4
"E00047406","E00047406",107,45,0,29,32,1
"E00047407","E00047407",149,51,2,46,47,3
"E00047408","E00047408",109,61,3,27,14,4
"E00047409","E00047409",135,76,2,18,35,4
"E00047410","E00047410",116,80,0,22,13,1
"E00047411","E00047411",111,57,0,17,32,5
"E00047412","E00047412",114,43,2,44,22,3
"E00047413","E00047413",120,62,0,41,15,2
"E00047414","E00047414",97,57,0,22,15,3
"E00047415","E00047415",113,72,0,10,26,5
"E00047416","E00047416",155,74,1,45,32,3
"E00047417","E00047417",120,36,4,29,47,4
"E00047418","E00047418",94,37,0,9,43,5
"E00047419","E00047419",145,65,1,45,26,8
"E00047420","E00047420",150,58,0,44,45,3
"E00047421","E00047421",94,40,0,39,13,2
"E00047422","E00047422",78,8,0,56,13,1
"E00047423","E00047423",133,66,0,32,31,4
"E00047424","E00047424",106,54,1,26,20,5
"E00047425","E00047425",120,69,0,22,29,0
"E00047426","E00047426",130,63,1,33,31,2
"E00047427","E00047427",136,47,7,54,25,3
"E00047428","E00047428",131,68,0,21,39,3
"E00047429","E00047429",111,63,1,16,28,3
"E00047430","E00047430",130,26,1,87,12,4
"E00047431","E00047431",138,40,0,61,32,5
"E00047432","E00047432",124,40,1,47,32,4
"E00047433","E00047433",90,44,0,22,21,3
"E00047434","E00047434",112,70,1,2,36,3
"E00047435","E00047435",138,60,1,40,31,6
"E00047437","E00047437",123,85,0,7,29,2
"E00047438","E00047438",107,38,7,48,12,2
"E00047439","E00047439",140,63,0,33,41,3
"E00047440","E00047440",118,35,1,49,32,1
"E00047441","E00047441",77,45,0,10,18,4
"E00047442","E00047442",176,60,1,46,60,9
"E00047443","E00047443",169,34,0,71,62,2
"E00047444","E00047444",126,53,1,54,13,5
"E00047445","E00047445",168,70,0,30,61,7
"E00047446","E00047446",164,23,2,124,7,8
"E00047447","E00047447",202,65,12,86,36,3
"E00047448","E00047448",186,36,2,132,11,5
"E00047449","E00047449",203,86,0,93,18,6
"E00047450","E00047450",138,54,1,64,14,5
"E00047451","E00047451",116,30,0,68,11,7
"E00047452","E00047452",145,63,0,71,9,2
"E00047453","E00047453",93,37,1,41,14,0
"E00047454","E00047454",130,59,2,42,27,0
"E00047456","E00047456",135,49,2,69,12,3
"E00047457","E00047457",69,34,0,10,23,2
"E00047458","E00047458",132,30,0,73,29,0
"E00047460","E00047460",237,72,2,125,27,11
"E00047461","E00047461",147,78,0,19,49,1
"E00047462","E00047462",66,23,0,37,4,2
"E00047463","E00047463",204,45,0,142,12,5
"E00047464","E00047464",93,32,4,27,26,4
"E00047465","E00047465",118,46,0,30,38,4
"E00047466","E00047466",107,59,0,13,35,0
"E00047467","E00047467",116,43,1,49,22,1
"E00047468","E00047468",56,26,1,21,8,0
"E00047470","E00047470",142,62,0,51,23,6
"E00047471","E00047471",113,44,0,54,9,6
"E00047472","E00047472",187,14,0,156,6,11
"E00047473","E00047473",125,4,0,116,3,2
"E00047474","E00047474",134,30,0,69,31,4
"E00047475","E00047475",91,23,1,48,13,6
"E00047476","E00047476",132,49,0,64,16,3
"E00047477","E00047477",126,58,0,44,23,1
"E00047478","E00047478",93,54,0,12,21,6
"E00047479","E00047479",74,26,1,31,12,4
"E00047480","E00047480",169,27,0,81,51,10
"E00047481","E00047481",118,24,0,80,8,6
"E00047482","E00047482",132,48,0,66,16,2
"E00047483","E00047483",116,41,0,52,19,4
"E00047484","E00047484",74,27,0,24,23,0
"E00047485","E00047485",139,53,1,39,44,2
"E00047486","E00047486",52,37,0,7,5,3
"E00047487","E00047487",90,58,0,8,22,2
"E00047488","E00047488",97,56,3,18,18,2
"E00047489","E00047489",98,66,0,14,16,2
"E00047490","E00047490",102,64,3,16,16,3
"E00047491","E00047491",47,22,0,10,12,3
"E00047492","E00047492",106,45,2,41,12,6
"E00047493","E00047493",122,66,0,26,28,2
"E00047494","E00047494",136,63,1,17,49,6
"E00047495","E00047495",92,38,0,37,14,3
"E00047496","E00047496",70,40,0,12,15,3
"E00047497","E00047497",116,57,0,36,21,2
"E00047498","E00047498",117,20,1,45,47,4
"E00047499","E00047499",124,80,1,22,19,2
"E00047500","E00047500",88,61,0,11,16,0
"E00047501","E00047501",82,49,0,9,20,4
"E00047502","E00047502",87,48,1,21,13,4
"E00047503","E00047503",90,60,2,8,20,0
"E00047504","E00047504",109,73,0,14,22,0
"E00047505","E00047505",115,54,0,21,36,4
"E00047506","E00047506",124,35,0,69,19,1
"E00047507","E00047507",125,44,1,61,15,4
"E00047508","E00047508",101,52,0,14,31,4
"E00047509","E00047509",89,64,1,8,14,2
"E00047510","E00047510",76,47,0,14,12,3
"E00047511","E00047511",140,34,0,34,65,7
"E00047512","E00047512",143,33,2,90,17,1
"E00047513","E00047513",117,17,0,77,14,9
"E00047514","E00047514",80,47,0,14,17,2
"E00047515","E00047515",167,59,0,36,68,4
"E00047516","E00047516",101,29,0,57,13,2
"E00047517","E00047517",91,35,0,26,28,2
"E00047518","E00047518",143,24,0,86,25,8
"E00047519","E00047519",121,30,1,59,30,1
"E00047520","E00047520",164,61,0,83,16,4
"E00047521","E00047521",102,27,0,57,15,3
"E00047522","E00047522",90,24,0,55,8,3
"E00047523","E00047523",99,24,1,50,22,2
"E00047524","E00047524",97,47,0,34,15,1
"E00047525","E00047525",130,39,1,48,38,4
"E00047526","E00047526",124,38,0,60,24,2
"E00047527","E00047527",151,21,0,104,26,0
"E00047528","E00047528",115,51,4,27,33,0
"E00047529","E00047529",96,43,2,22,28,1
"E00047530","E00047530",115,29,0,61,22,3
"E00047531","E00047531",129,21,0,74,34,0
"E00047532","E00047532",142,77,0,26,37,2
"E00047533","E00047533",110,63,0,1,43,3
"E00047534","E00047534",160,84,0,12,60,4
"E00047535","E00047535",96,67,0,2,27,0
"E00047536","E00047536",149,47,0,35,66,1
"E00047537","E00047537",109,72,0,3,34,0
"E00047538","E00047538",146,85,0,21,35,5
"E00047539","E00047539",94,63,0,1,28,2
"E00047540","E00047540",113,85,1,8,17,2
"E00047541","E00047541",122,77,0,5,37,3
"E00047542","E00047542",97,71,0,6,18,2
"E00047543","E00047543",113,68,0,4,35,6
"E00047544","E00047544",138,110,1,1,22,4
"E00047546","E00047546",212,124,8,6,72,2
"E00047547","E00047547",108,74,0,3,29,2
"E00047548","E00047548",129,58,0,9,61,1
"E00047549","E00047549",162,118,0,10,33,1
"E00047550","E00047550",150,93,0,16,36,5
"E00047551","E00047551",141,35,0,23,80,3
"E00047552","E00047552",167,65,0,74,23,5
"E00047553","E00047553",111,54,0,19,37,1
"E00047554","E00047554",75,50,0,13,9,3
"E00047555","E00047555",72,44,0,3,23,2
"E00047556","E00047556",108,41,1,47,16,3
"E00047557","E00047557",105,78,0,7,20,0
"E00047558","E00047558",92,56,1,10,23,2
"E00047559","E00047559",111,54,0,23,30,4
"E00047560","E00047560",87,66,0,2,17,2
"E00047561","E00047561",81,54,0,8,15,4
"E00047562","E00047562",98,50,1,4,36,7
"E00047563","E00047563",89,66,1,4,16,2
"E00047564","E00047564",117,45,1,35,35,1
"E00047565","E00047565",112,67,0,17,24,4
"E00047566","E00047566",106,54,0,17,28,7
"E00047567","E00047567",58,37,0,9,10,2
"E00047568","E00047568",140,20,6,65,48,1
"E00047569","E00047569",120,75,0,8,34,3
"E00047570","E00047570",105,75,0,6,23,1
"E00047571","E00047571",95,47,0,21,26,1
"E00047572","E00047572",140,102,0,2,29,7
