
"KS404UK - Car or van availability"
"ONS Crown Copyright Reserved [from Nomis on 18 April 2025]"
"Population :","All households; All cars or vans"
"Units      :","Households"
"Date       :","2011"

"2011 output area","mnemonic","All categories: Car or van availability","No cars or vans in household","1 car or van in household","2 cars or vans in household","3 cars or vans in household","4 or more cars or vans in household"
"E00046952","E00046952",120,64,46,7,3,0
"E00046953","E00046953",128,56,50,19,1,2
"E00046954","E00046954",119,37,53,26,2,1
"E00046955","E00046955",123,30,59,29,4,1
"E00046956","E00046956",130,67,46,14,2,1
"E00046957","E00046957",125,62,46,14,3,0
"E00046958","E00046958",118,39,54,19,5,1
"E00046959","E00046959",98,51,31,15,1,0
"E00046960","E00046960",113,54,44,15,0,0
"E00046961","E00046961",142,35,55,41,7,4
"E00046962","E00046962",94,34,43,12,5,0
"E00046963","E00046963",126,59,54,12,1,0
"E00046964","E00046964",131,61,51,17,2,0
"E00046965","E00046965",139,76,47,11,5,0
"E00046966","E00046966",133,55,56,20,2,0
"E00046967","E00046967",147,9,43,53,29,13
"E00046968","E00046968",129,33,61,23,11,1
"E00046969","E00046969",120,14,60,38,5,3
"E00046970","E00046970",120,40,49,23,7,1
"E00046971","E00046971",133,16,50,49,14,4
"E00046973","E00046973",107,53,44,8,1,1
"E00046974","E00046974",90,42,40,7,0,1
"E00046975","E00046975",153,85,58,9,1,0
"E00046976","E00046976",105,69,28,6,2,0
"E00046977","E00046977",140,72,47,16,3,2
"E00046978","E00046978",107,22,44,29,8,4
"E00046979","E00046979",139,18,62,38,17,4
"E00046980","E00046980",146,56,60,22,6,2
"E00046981","E00046981",127,70,44,8,3,2
"E00046982","E00046982",113,68,37,8,0,0
"E00046983","E00046983",157,94,52,6,4,1
"E00046984","E00046984",117,58,42,13,4,0
"E00046985","E00046985",108,56,46,6,0,0
"E00046986","E00046986",124,61,43,13,7,0
"E00046987","E00046987",92,22,38,25,6,1
"E00046988","E00046988",116,17,51,38,6,4
"E00046989","E00046989",101,11,36,34,12,8
"E00046990","E00046990",121,21,55,31,11,3
"E00046991","E00046991",112,19,43,35,13,2
"E00046993","E00046993",109,18,41,37,10,3
"E00046994","E00046994",108,18,38,38,9,5
"E00046995","E00046995",99,20,37,29,12,1
"E00046996","E00046996",129,11,55,46,16,1
"E00046997","E00046997",76,41,29,6,0,0
"E00046998","E00046998",127,7,51,45,20,4
"E00046999","E00046999",127,20,50,31,20,6
"E00047000","E00047000",129,7,49,51,14,8
"E00047001","E00047001",121,25,39,25,19,13
"E00047002","E00047002",157,24,59,51,20,3
"E00047003","E00047003",135,21,45,45,14,10
"E00047004","E00047004",121,14,41,42,12,12
"E00047005","E00047005",118,66,48,4,0,0
"E00047006","E00047006",100,41,32,16,5,6
"E00047007","E00047007",117,10,42,40,14,11
"E00047009","E00047009",123,11,42,36,19,15
"E00047010","E00047010",101,34,41,20,6,0
"E00047011","E00047011",132,60,64,7,1,0
"E00047012","E00047012",111,40,59,11,0,1
"E00047013","E00047013",122,15,54,37,10,6
"E00047014","E00047014",126,45,39,25,10,7
"E00047015","E00047015",132,63,50,17,1,1
"E00047016","E00047016",90,18,27,31,13,1
"E00047017","E00047017",143,75,61,7,0,0
"E00047019","E00047019",162,68,64,26,3,1
"E00047020","E00047020",119,57,45,15,2,0
"E00047021","E00047021",119,42,59,14,4,0
"E00047022","E00047022",136,62,59,13,2,0
"E00047024","E00047024",97,25,52,10,10,0
"E00047025","E00047025",158,42,63,27,20,6
"E00047026","E00047026",153,68,54,22,6,3
"E00047027","E00047027",134,24,63,35,8,4
"E00047028","E00047028",130,49,64,15,2,0
"E00047030","E00047030",83,18,37,21,5,2
"E00047031","E00047031",112,15,38,45,13,1
"E00047032","E00047032",148,81,51,8,6,2
"E00047033","E00047033",148,62,71,13,2,0
"E00047034","E00047034",107,56,45,6,0,0
"E00047035","E00047035",146,38,54,36,12,6
"E00047036","E00047036",127,68,47,11,1,0
"E00047037","E00047037",117,27,47,30,9,4
"E00047038","E00047038",96,47,38,8,2,1
"E00047039","E00047039",137,79,51,6,1,0
"E00047040","E00047040",103,36,39,21,4,3
"E00047041","E00047041",132,52,45,23,6,6
"E00047042","E00047042",99,46,42,9,1,1
"E00047043","E00047043",164,56,71,29,5,3
"E00047044","E00047044",102,40,53,6,3,0
"E00047045","E00047045",111,44,49,9,6,3
"E00047047","E00047047",113,56,40,17,0,0
"E00047048","E00047048",132,51,46,25,9,1
"E00047049","E00047049",99,27,42,20,8,2
"E00047050","E00047050",125,57,45,19,4,0
"E00047051","E00047051",154,81,57,13,3,0
"E00047052","E00047052",120,38,50,28,3,1
"E00047053","E00047053",159,63,72,21,3,0
"E00047054","E00047054",128,68,48,8,3,1
"E00047055","E00047055",127,62,57,6,2,0
"E00047056","E00047056",125,40,63,19,2,1
"E00047057","E00047057",133,71,38,16,5,3
"E00047058","E00047058",105,46,20,22,9,8
"E00047059","E00047059",119,61,42,12,3,1
"E00047060","E00047060",89,29,31,17,11,1
"E00047061","E00047061",106,43,36,24,2,1
"E00047062","E00047062",134,23,61,38,8,4
"E00047063","E00047063",111,50,32,14,4,11
"E00047064","E00047064",123,39,64,16,4,0
"E00047065","E00047065",106,36,39,18,7,6
"E00047066","E00047066",117,42,46,23,6,0
"E00047067","E00047067",105,41,36,16,6,6
"E00047068","E00047068",125,66,39,16,2,2
"E00047069","E00047069",117,40,57,17,0,3
"E00047070","E00047070",140,24,66,37,13,0
"E00047071","E00047071",128,37,59,26,5,1
"E00047072","E00047072",123,21,43,47,10,2
"E00047073","E00047073",128,40,62,23,2,1
"E00047074","E00047074",99,45,32,13,6,3
"E00047075","E00047075",193,131,45,11,5,1
"E00047076","E00047076",126,52,47,18,8,1
"E00047077","E00047077",119,71,38,6,3,1
"E00047078","E00047078",122,52,44,20,5,1
"E00047079","E00047079",108,56,37,12,3,0
"E00047080","E00047080",88,33,38,13,2,2
"E00047081","E00047081",125,35,45,33,9,3
"E00047082","E00047082",145,50,61,26,7,1
"E00047083","E00047083",129,50,57,19,3,0
"E00047084","E00047084",80,25,39,14,2,0
"E00047085","E00047085",140,54,59,24,3,0
"E00047086","E00047086",134,26,67,29,7,5
"E00047087","E00047087",152,51,72,24,3,2
"E00047088","E00047088",147,52,60,33,2,0
"E00047089","E00047089",141,96,34,9,1,1
"E00047090","E00047090",157,59,67,26,4,1
"E00047091","E00047091",140,39,69,24,6,2
"E00047092","E00047092",110,24,57,24,5,0
"E00047093","E00047093",116,33,47,28,6,2
"E00047094","E00047094",135,22,75,33,3,2
"E00047095","E00047095",138,41,67,22,6,2
"E00047096","E00047096",129,21,55,44,7,2
"E00047097","E00047097",153,65,57,27,2,2
"E00047098","E00047098",127,54,45,22,5,1
"E00047099","E00047099",106,24,54,24,2,2
"E00047100","E00047100",141,35,52,49,5,0
"E00047101","E00047101",124,33,69,19,3,0
"E00047102","E00047102",134,24,80,26,4,0
"E00047103","E00047103",178,64,80,23,9,2
"E00047104","E00047104",112,17,57,33,3,2
"E00047105","E00047105",90,24,36,21,9,0
"E00047107","E00047107",126,20,51,37,16,2
"E00047109","E00047109",107,36,30,27,8,6
"E00047110","E00047110",122,27,55,35,4,1
"E00047111","E00047111",124,53,35,17,8,11
"E00047112","E00047112",108,21,61,23,3,0
"E00047113","E00047113",109,16,47,36,8,2
"E00047114","E00047114",105,51,20,21,3,10
"E00047116","E00047116",98,47,19,12,10,10
"E00047117","E00047117",134,58,39,25,5,7
"E00047118","E00047118",116,41,58,16,1,0
"E00047119","E00047119",117,27,55,28,6,1
"E00047120","E00047120",122,36,57,25,1,3
"E00047121","E00047121",98,25,29,23,16,5
"E00047122","E00047122",153,82,40,18,9,4
"E00047123","E00047123",129,47,56,20,5,1
"E00047124","E00047124",101,37,28,17,13,6
"E00047125","E00047125",75,34,20,12,4,5
"E00047126","E00047126",130,33,65,29,3,0
"E00047127","E00047127",147,34,74,36,1,2
"E00047128","E00047128",133,54,56,17,4,2
"E00047129","E00047129",116,40,51,20,2,3
"E00047130","E00047130",130,60,54,11,4,1
"E00047131","E00047131",141,72,38,18,8,5
"E00047134","E00047134",116,35,56,23,0,2
"E00047135","E00047135",146,66,52,11,14,3
"E00047136","E00047136",182,85,67,22,6,2
"E00047137","E00047137",120,51,50,16,3,0
"E00047138","E00047138",123,33,46,35,7,2
"E00047139","E00047139",114,29,58,21,5,1
"E00047140","E00047140",155,79,61,14,1,0
"E00047141","E00047141",144,45,82,14,3,0
"E00047142","E00047142",112,66,31,10,4,1
"E00047143","E00047143",123,27,58,31,5,2
"E00047144","E00047144",126,53,58,12,3,0
"E00047145","E00047145",163,59,74,27,3,0
"E00047146","E00047146",116,65,41,7,1,2
"E00047147","E00047147",109,42,41,25,1,0
"E00047148","E00047148",113,42,48,23,0,0
"E00047149","E00047149",116,57,47,12,0,0
"E00047150","E00047150",126,46,57,17,6,0
"E00047151","E00047151",117,50,53,11,1,2
"E00047152","E00047152",141,52,70,17,2,0
"E00047153","E00047153",117,60,43,13,0,1
"E00047154","E00047154",115,35,54,24,2,0
"E00047155","E00047155",108,23,62,21,2,0
"E00047156","E00047156",117,49,52,10,4,2
"E00047157","E00047157",115,59,43,9,4,0
"E00047158","E00047158",114,64,34,10,5,1
"E00047159","E00047159",121,45,60,8,6,2
"E00047160","E00047160",148,63,62,19,4,0
"E00047161","E00047161",120,42,51,21,6,0
"E00047162","E00047162",122,55,47,17,3,0
"E00047163","E00047163",120,73,32,12,3,0
"E00047164","E00047164",135,42,64,24,4,1
"E00047165","E00047165",133,64,53,15,1,0
"E00047166","E00047166",122,41,59,20,2,0
"E00047167","E00047167",118,71,35,9,3,0
"E00047168","E00047168",133,60,52,18,0,3
"E00047169","E00047169",147,114,31,2,0,0
"E00047170","E00047170",125,31,57,29,6,2
"E00047171","E00047171",122,50,55,15,2,0
"E00047172","E00047172",125,41,55,28,0,1
"E00047173","E00047173",118,55,45,14,4,0
"E00047174","E00047174",122,25,60,30,5,2
"E00047175","E00047175",105,36,49,17,3,0
"E00047176","E00047176",140,44,61,27,6,2
"E00047177","E00047177",126,54,50,18,4,0
"E00047178","E00047178",128,72,41,13,2,0
"E00047179","E00047179",121,95,25,1,0,0
"E00047180","E00047180",135,50,59,20,4,2
"E00047181","E00047181",139,40,78,19,2,0
"E00047182","E00047182",132,53,48,27,2,2
"E00047183","E00047183",141,60,51,22,7,1
"E00047184","E00047184",133,72,43,13,4,1
"E00047185","E00047185",144,36,84,23,1,0
"E00047186","E00047186",121,51,53,13,4,0
"E00047187","E00047187",138,53,54,24,6,1
"E00047188","E00047188",117,49,52,15,1,0
"E00047189","E00047189",147,82,48,13,4,0
"E00047190","E00047190",126,59,49,14,4,0
"E00047191","E00047191",134,72,55,7,0,0
"E00047192","E00047192",131,67,53,9,1,1
"E00047193","E00047193",141,66,48,20,5,2
"E00047194","E00047194",220,77,99,34,7,3
"E00047195","E00047195",134,75,43,16,0,0
"E00047196","E00047196",64,29,24,11,0,0
"E00047198","E00047198",127,61,45,18,2,1
"E00047199","E00047199",147,66,57,20,2,2
"E00047200","E00047200",107,44,50,11,2,0
"E00047201","E00047201",126,49,55,18,3,1
"E00047202","E00047202",120,51,41,25,3,0
"E00047203","E00047203",142,78,51,11,1,1
"E00047204","E00047204",107,60,38,9,0,0
"E00047205","E00047205",125,48,50,22,4,1
"E00047206","E00047206",137,73,47,14,3,0
"E00047208","E00047208",141,56,58,24,1,2
"E00047209","E00047209",119,56,44,16,2,1
"E00047210","E00047210",130,81,44,4,1,0
"E00047211","E00047211",146,44,73,27,2,0
"E00047212","E00047212",128,52,59,14,3,0
"E00047213","E00047213",168,95,57,15,1,0
"E00047214","E00047214",126,29,61,29,6,1
"E00047215","E00047215",129,39,56,29,3,2
"E00047216","E00047216",152,75,58,15,4,0
"E00047217","E00047217",120,44,49,23,3,1
"E00047218","E00047218",127,45,55,23,4,0
"E00047219","E00047219",125,42,52,30,0,1
"E00047220","E00047220",102,19,45,35,3,0
"E00047221","E00047221",119,49,55,14,1,0
"E00047222","E00047222",129,26,57,38,7,1
"E00047223","E00047223",125,24,52,41,7,1
"E00047224","E00047224",124,22,63,37,2,0
"E00047225","E00047225",142,32,45,52,12,1
"E00047226","E00047226",149,39,64,39,4,3
"E00047227","E00047227",141,52,63,18,7,1
"E00047228","E00047228",138,25,61,36,12,4
"E00047229","E00047229",140,29,53,51,7,0
"E00047230","E00047230",129,70,51,7,0,1
"E00047231","E00047231",136,23,62,44,4,3
"E00047232","E00047232",133,15,62,48,4,4
"E00047233","E00047233",131,23,67,29,10,2
"E00047234","E00047234",129,61,51,15,1,1
"E00047235","E00047235",102,12,50,34,6,0
"E00047236","E00047236",120,23,44,47,6,0
"E00047237","E00047237",125,14,58,42,10,1
"E00047238","E00047238",125,25,65,28,7,0
"E00047239","E00047239",118,28,50,34,2,4
"E00047240","E00047240",130,12,61,45,10,2
"E00047241","E00047241",115,20,50,35,10,0
"E00047242","E00047242",122,51,53,15,2,1
"E00047243","E00047243",114,20,56,29,6,3
"E00047244","E00047244",125,79,35,9,1,1
"E00047245","E00047245",135,52,61,19,3,0
"E00047246","E00047246",111,52,47,10,2,0
"E00047247","E00047247",118,45,58,13,2,0
"E00047248","E00047248",114,30,49,27,4,4
"E00047249","E00047249",138,55,65,15,2,1
"E00047250","E00047250",131,63,53,15,0,0
"E00047251","E00047251",125,24,64,30,7,0
"E00047252","E00047252",139,87,40,10,2,0
"E00047253","E00047253",96,44,35,15,1,1
"E00047254","E00047254",116,27,58,27,3,1
"E00047255","E00047255",130,51,63,15,1,0
"E00047256","E00047256",100,36,44,16,4,0
"E00047257","E00047257",135,59,59,17,0,0
"E00047258","E00047258",131,37,74,14,6,0
"E00047259","E00047259",105,20,44,35,5,1
"E00047260","E00047260",121,21,53,37,9,1
"E00047261","E00047261",116,47,50,12,6,1
"E00047262","E00047262",132,64,60,7,1,0
"E00047263","E00047263",129,27,75,21,6,0
"E00047264","E00047264",132,36,51,41,3,1
"E00047265","E00047265",133,15,68,35,12,3
"E00047266","E00047266",112,35,52,20,5,0
"E00047267","E00047267",115,32,60,13,10,0
"E00047268","E00047268",145,72,48,18,6,1
"E00047269","E00047269",113,15,46,43,7,2
"E00047270","E00047270",127,52,39,26,8,2
"E00047271","E00047271",120,23,49,44,3,1
"E00047272","E00047272",131,45,54,25,5,2
"E00047273","E00047273",130,31,72,23,4,0
"E00047274","E00047274",121,22,42,47,10,0
"E00047275","E00047275",124,19,63,26,11,5
"E00047276","E00047276",134,75,48,9,1,1
"E00047277","E00047277",125,31,64,23,5,2
"E00047278","E00047278",133,52,49,24,7,1
"E00047279","E00047279",132,43,62,20,6,1
"E00047280","E00047280",143,60,64,15,3,1
"E00047281","E00047281",123,51,59,11,2,0
"E00047282","E00047282",144,57,57,21,8,1
"E00047283","E00047283",111,22,54,28,5,2
"E00047284","E00047284",129,44,55,21,6,3
"E00047285","E00047285",140,41,81,15,3,0
"E00047286","E00047286",127,44,57,20,5,1
"E00047287","E00047287",141,50,66,18,6,1
"E00047288","E00047288",140,24,67,39,9,1
"E00047289","E00047289",125,57,59,8,1,0
"E00047290","E00047290",129,57,54,15,2,1
"E00047291","E00047291",120,30,60,28,2,0
"E00047292","E00047292",107,29,60,15,3,0
"E00047293","E00047293",85,33,35,13,3,1
"E00047294","E00047294",102,33,47,18,4,0
"E00047295","E00047295",97,38,42,15,1,1
"E00047296","E00047296",118,42,57,16,3,0
"E00047297","E00047297",140,49,74,12,3,2
"E00047298","E00047298",145,56,68,16,4,1
"E00047299","E00047299",72,11,33,21,5,2
"E00047300","E00047300",149,59,64,24,1,1
"E00047301","E00047301",130,46,66,9,5,4
"E00047302","E00047302",153,79,50,21,3,0
"E00047303","E00047303",83,20,39,16,6,2
"E00047304","E00047304",109,32,51,21,5,0
"E00047305","E00047305",118,34,62,17,4,1
"E00047306","E00047306",140,49,66,19,4,2
"E00047307","E00047307",119,30,53,32,3,1
"E00047308","E00047308",123,41,62,16,3,1
"E00047309","E00047309",130,57,51,19,3,0
"E00047310","E00047310",114,47,44,19,4,0
"E00047311","E00047311",125,72,39,10,3,1
"E00047312","E00047312",161,75,58,20,6,2
"E00047313","E00047313",123,45,65,12,0,1
"E00047314","E00047314",136,57,58,19,2,0
"E00047315","E00047315",119,52,45,19,1,2
"E00047316","E00047316",112,49,35,19,7,2
"E00047317","E00047317",114,65,37,10,2,0
"E00047318","E00047318",135,63,51,16,4,1
"E00047319","E00047319",141,60,59,18,4,0
"E00047320","E00047320",112,31,49,28,3,1
"E00047321","E00047321",93,39,46,8,0,0
"E00047322","E00047322",98,34,35,22,6,1
"E00047323","E00047323",116,52,49,12,1,2
"E00047324","E00047324",91,43,43,3,2,0
"E00047325","E00047325",112,55,42,14,1,0
"E00047326","E00047326",154,86,52,14,2,0
"E00047327","E00047327",107,66,34,5,2,0
"E00047328","E00047328",138,65,58,15,0,0
"E00047329","E00047329",114,44,57,11,1,1
"E00047330","E00047330",159,70,72,16,1,0
"E00047331","E00047331",205,81,98,22,4,0
"E00047332","E00047332",143,58,71,14,0,0
"E00047333","E00047333",166,61,89,16,0,0
"E00047334","E00047334",162,106,47,9,0,0
"E00047335","E00047335",92,35,39,17,1,0
"E00047336","E00047336",135,39,55,27,8,6
"E00047337","E00047337",128,61,47,15,4,1
"E00047338","E00047338",134,37,54,34,9,0
"E00047339","E00047339",119,52,47,17,3,0
"E00047340","E00047340",133,74,48,7,4,0
"E00047341","E00047341",117,55,50,9,2,1
"E00047342","E00047342",116,54,48,12,2,0
"E00047343","E00047343",102,38,56,7,1,0
"E00047344","E00047344",124,55,54,12,2,1
"E00047345","E00047345",124,58,60,5,1,0
"E00047346","E00047346",145,82,56,6,1,0
"E00047347","E00047347",140,61,68,11,0,0
"E00047348","E00047348",147,72,56,14,3,2
"E00047349","E00047349",150,64,57,22,5,2
"E00047350","E00047350",118,51,57,9,0,1
"E00047351","E00047351",99,41,47,10,1,0
"E00047353","E00047353",119,71,36,10,1,1
"E00047354","E00047354",91,44,40,5,2,0
"E00047355","E00047355",125,79,36,7,3,0
"E00047356","E00047356",112,53,51,5,3,0
"E00047357","E00047357",140,86,42,11,1,0
"E00047358","E00047358",100,35,45,20,0,0
"E00047359","E00047359",130,42,59,19,7,3
"E00047360","E00047360",103,42,44,14,2,1
"E00047361","E00047361",125,53,42,19,10,1
"E00047362","E00047362",109,48,46,12,2,1
"E00047363","E00047363",108,47,44,13,2,2
"E00047364","E00047364",93,32,42,18,0,1
"E00047365","E00047365",110,39,64,6,0,1
"E00047366","E00047366",113,56,45,12,0,0
"E00047367","E00047367",105,36,51,16,2,0
"E00047368","E00047368",92,29,31,24,8,0
"E00047369","E00047369",100,33,51,11,4,1
"E00047370","E00047370",131,40,73,17,1,0
"E00047371","E00047371",99,28,50,16,4,1
"E00047372","E00047372",122,65,49,7,1,0
"E00047373","E00047373",84,58,19,5,1,1
"E00047374","E00047374",133,72,45,13,3,0
"E00047375","E00047375",118,66,43,6,2,1
"E00047376","E00047376",126,65,45,13,2,1
"E00047377","E00047377",116,55,50,10,1,0
"E00047378","E00047378",117,59,40,15,3,0
"E00047379","E00047379",180,118,50,11,1,0
"E00047380","E00047380",205,131,63,10,1,0
"E00047381","E00047381",179,93,69,12,5,0
"E00047382","E00047382",157,82,53,15,5,2
"E00047383","E00047383",174,98,64,9,2,1
"E00047384","E00047384",156,89,55,9,2,1
"E00047385","E00047385",144,87,49,7,0,1
"E00047387","E00047387",182,114,57,10,1,0
"E00047388","E00047388",147,102,38,3,2,2
"E00047389","E00047389",211,85,103,22,1,0
"E00047390","E00047390",164,103,53,8,0,0
"E00047391","E00047391",219,133,80,6,0,0
"E00047392","E00047392",138,51,77,9,1,0
"E00047393","E00047393",138,85,46,7,0,0
"E00047394","E00047394",132,34,72,22,3,1
"E00047396","E00047396",152,86,53,12,1,0
"E00047397","E00047397",143,84,46,10,2,1
"E00047398","E00047398",123,57,44,17,5,0
"E00047399","E00047399",136,71,59,6,0,0
"E00047400","E00047400",141,73,50,17,1,0
"E00047401","E00047401",144,78,56,9,1,0
"E00047402","E00047402",192,102,72,14,2,2
"E00047403","E00047403",135,68,56,10,1,0
"E00047404","E00047404",109,44,44,13,7,1
"E00047405","E00047405",171,104,60,6,1,0
"E00047406","E00047406",107,52,41,13,1,0
"E00047407","E00047407",149,91,50,7,1,0
"E00047408","E00047408",109,57,33,14,4,1
"E00047409","E00047409",135,53,61,17,3,1
"E00047410","E00047410",116,53,46,15,2,0
"E00047411","E00047411",111,62,40,7,1,1
"E00047412","E00047412",114,58,45,8,2,1
"E00047413","E00047413",120,62,44,11,2,1
"E00047414","E00047414",97,44,33,12,7,1
"E00047415","E00047415",113,42,54,15,2,0
"E00047416","E00047416",155,71,76,4,4,0
"E00047417","E00047417",120,66,37,9,6,2
"E00047418","E00047418",94,60,28,6,0,0
"E00047419","E00047419",145,73,49,19,3,1
"E00047420","E00047420",150,72,61,15,1,1
"E00047421","E00047421",94,44,34,14,1,1
"E00047422","E00047422",78,46,28,3,1,0
"E00047423","E00047423",133,67,42,18,4,2
"E00047424","E00047424",106,50,35,17,4,0
"E00047425","E00047425",120,60,50,7,1,2
"E00047426","E00047426",130,64,54,11,1,0
"E00047427","E00047427",136,76,46,14,0,0
"E00047428","E00047428",131,67,41,15,7,1
"E00047429","E00047429",111,53,44,14,0,0
"E00047430","E00047430",130,87,38,5,0,0
"E00047431","E00047431",138,82,36,15,3,2
"E00047432","E00047432",124,78,34,9,3,0
"E00047433","E00047433",90,39,39,11,1,0
"E00047434","E00047434",112,54,47,8,3,0
"E00047435","E00047435",138,85,42,8,3,0
"E00047437","E00047437",123,54,45,18,4,2
"E00047438","E00047438",107,40,55,8,3,1
"E00047439","E00047439",140,60,59,15,6,0
"E00047440","E00047440",118,67,44,5,2,0
"E00047441","E00047441",77,24,39,11,1,2
"E00047442","E00047442",176,107,56,12,1,0
"E00047443","E00047443",169,107,47,11,3,1
"E00047444","E00047444",126,77,38,10,0,1
"E00047445","E00047445",168,88,69,11,0,0
"E00047446","E00047446",164,110,49,5,0,0
"E00047447","E00047447",202,124,67,11,0,0
"E00047448","E00047448",186,111,63,8,4,0
"E00047449","E00047449",203,84,94,21,2,2
"E00047450","E00047450",138,80,49,8,0,1
"E00047451","E00047451",116,63,36,11,6,0
"E00047452","E00047452",145,78,52,14,1,0
"E00047453","E00047453",93,46,32,12,1,2
"E00047454","E00047454",130,62,56,7,4,1
"E00047456","E00047456",135,82,40,11,2,0
"E00047457","E00047457",69,34,32,3,0,0
"E00047458","E00047458",132,64,61,6,1,0
"E00047460","E00047460",237,145,75,15,2,0
"E00047461","E00047461",147,68,71,6,1,1
"E00047462","E00047462",66,35,30,1,0,0
"E00047463","E00047463",204,107,80,16,1,0
"E00047464","E00047464",93,49,33,5,5,1
"E00047465","E00047465",118,67,39,9,2,1
"E00047466","E00047466",107,57,32,13,4,1
"E00047467","E00047467",116,52,47,12,5,0
"E00047468","E00047468",56,27,23,5,1,0
"E00047470","E00047470",142,68,59,14,1,0
"E00047471","E00047471",113,52,46,12,1,2
"E00047472","E00047472",187,127,54,6,0,0
"E00047473","E00047473",125,96,27,2,0,0
"E00047474","E00047474",134,75,52,7,0,0
"E00047475","E00047475",91,52,34,5,0,0
"E00047476","E00047476",132,71,50,10,0,1
"E00047477","E00047477",126,62,50,7,5,2
"E00047478","E00047478",93,32,44,14,3,0
"E00047479","E00047479",74,34,32,6,2,0
"E00047480","E00047480",169,110,48,6,3,2
"E00047481","E00047481",118,82,29,6,1,0
"E00047482","E00047482",132,58,55,12,6,1
"E00047483","E00047483",116,59,47,8,1,1
"E00047484","E00047484",74,29,36,5,3,1
"E00047485","E00047485",139,77,50,9,2,1
"E00047486","E00047486",52,15,29,6,2,0
"E00047487","E00047487",90,32,46,10,2,0
"E00047488","E00047488",97,42,41,10,4,0
"E00047489","E00047489",98,39,46,11,2,0
"E00047490","E00047490",102,44,49,7,2,0
"E00047491","E00047491",47,16,24,6,1,0
"E00047492","E00047492",106,54,41,5,6,0
"E00047493","E00047493",122,56,47,14,4,1
"E00047494","E00047494",136,64,51,13,8,0
"E00047495","E00047495",92,56,29,5,2,0
"E00047496","E00047496",70,28,27,12,3,0
"E00047497","E00047497",116,51,55,9,0,1
"E00047498","E00047498",117,57,52,6,2,0
"E00047499","E00047499",124,39,71,13,1,0
"E00047500","E00047500",88,29,44,15,0,0
"E00047501","E00047501",82,33,38,9,2,0
"E00047502","E00047502",87,42,37,7,0,1
"E00047503","E00047503",90,29,46,14,1,0
"E00047504","E00047504",109,42,48,18,1,0
"E00047505","E00047505",115,46,55,14,0,0
"E00047506","E00047506",124,67,42,11,3,1
"E00047507","E00047507",125,60,53,9,2,1
"E00047508","E00047508",101,43,46,9,3,0
"E00047509","E00047509",89,38,37,13,0,1
"E00047510","E00047510",76,34,31,9,1,1
"E00047511","E00047511",140,82,46,10,1,1
"E00047512","E00047512",143,90,42,9,2,0
"E00047513","E00047513",117,89,25,3,0,0
"E00047514","E00047514",80,28,38,9,4,1
"E00047515","E00047515",167,78,70,17,2,0
"E00047516","E00047516",101,53,43,5,0,0
"E00047517","E00047517",91,46,37,6,2,0
"E00047518","E00047518",143,85,48,7,1,2
"E00047519","E00047519",121,75,35,10,1,0
"E00047520","E00047520",164,109,40,15,0,0
"E00047521","E00047521",102,53,37,10,2,0
"E00047522","E00047522",90,48,34,7,1,0
"E00047523","E00047523",99,51,37,11,0,0
"E00047524","E00047524",97,37,46,8,5,1
"E00047525","E00047525",130,62,61,6,1,0
"E00047526","E00047526",124,65,51,5,2,1
"E00047527","E00047527",151,94,43,12,2,0
"E00047528","E00047528",115,48,52,12,3,0
"E00047529","E00047529",96,44,44,8,0,0
"E00047530","E00047530",115,69,31,13,1,1
"E00047531","E00047531",129,85,39,2,3,0
"E00047532","E00047532",142,41,56,32,12,1
"E00047533","E00047533",110,39,55,8,4,4
"E00047534","E00047534",160,72,72,14,1,1
"E00047535","E00047535",96,35,41,16,4,0
"E00047536","E00047536",149,57,60,20,9,3
"E00047537","E00047537",109,36,55,15,2,1
"E00047538","E00047538",146,63,66,15,0,2
"E00047539","E00047539",94,31,38,20,3,2
"E00047540","E00047540",113,22,55,25,9,2
"E00047541","E00047541",122,45,56,20,1,0
"E00047542","E00047542",97,19,45,27,5,1
"E00047543","E00047543",113,50,52,11,0,0
"E00047544","E00047544",138,14,55,43,12,14
"E00047546","E00047546",212,44,116,46,3,3
"E00047547","E00047547",108,26,49,23,9,1
"E00047548","E00047548",129,58,56,13,2,0
"E00047549","E00047549",162,53,97,12,0,0
"E00047550","E00047550",150,33,80,22,10,5
"E00047551","E00047551",141,77,44,13,5,2
"E00047552","E00047552",167,56,87,16,6,2
"E00047553","E00047553",111,56,35,13,6,1
"E00047554","E00047554",75,23,29,18,4,1
"E00047555","E00047555",72,28,31,11,2,0
"E00047556","E00047556",108,52,44,9,3,0
"E00047557","E00047557",105,32,49,18,5,1
"E00047558","E00047558",92,37,46,7,1,1
"E00047559","E00047559",111,49,47,12,3,0
"E00047560","E00047560",87,28,42,13,3,1
"E00047561","E00047561",81,39,32,8,2,0
"E00047562","E00047562",98,40,46,9,3,0
"E00047563","E00047563",89,33,37,10,7,2
"E00047564","E00047564",117,62,45,9,0,1
"E00047565","E00047565",112,41,55,14,2,0
"E00047566","E00047566",106,40,53,12,1,0
"E00047567","E00047567",58,20,29,9,0,0
"E00047568","E00047568",140,75,45,15,5,0
"E00047569","E00047569",120,37,52,27,3,1
"E00047570","E00047570",105,39,43,18,4,1
"E00047571","E00047571",95,42,44,9,0,0
"E00047572","E00047572",140,41,71,21,7,0
"E00047573","E00047573",124,45,63,14,2,0
"E00047574","E00047574",152,43,77,25,6,1
